close,datetime,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
72.15,2023-04-06 12:00:00,NFO,25-MAY-2023,72.5,71.15,72.25,0,Options,Call,NIFTY,18300.0,950
75.8,2023-04-06 12:30:00,NFO,25-MAY-2023,77.65,70.35,72.15,5250,Options,Call,NIFTY,18300.0,7350
70.65,2023-04-06 13:00:00,NFO,25-MAY-2023,77.0,69.25,76.1,12250,Options,Call,NIFTY,18300.0,10350
61.5,2023-04-06 13:30:00,NFO,25-MAY-2023,71.4,60.6,70.55,18600,Options,Call,NIFTY,18300.0,7900
62.8,2023-04-06 14:00:00,NFO,25-MAY-2023,64.0,61.5,61.5,21650,Options,Call,NIFTY,18300.0,4750
64.55,2023-04-06 14:30:00,NFO,25-MAY-2023,65.9,62.8,62.8,29500,Options,Call,NIFTY,18300.0,14500
62.0,2023-04-06 15:00:00,NFO,25-MAY-2023,64.55,60.05,64.55,33100,Options,Call,NIFTY,18300.0,23650
69.0,2023-04-10 09:00:00,NFO,25-MAY-2023,72.15,62.0,62.0,39450,Options,Call,NIFTY,18300.0,14850
70.0,2023-04-10 09:30:00,NFO,25-MAY-2023,73.8,64.05,69.1,44500,Options,Call,NIFTY,18300.0,13650
67.0,2023-04-10 10:00:00,NFO,25-MAY-2023,70.0,66.45,70.0,48300,Options,Call,NIFTY,18300.0,6400
68.75,2023-04-10 10:30:00,NFO,25-MAY-2023,68.75,66.05,67.0,51650,Options,Call,NIFTY,18300.0,6950
69.75,2023-04-10 11:00:00,NFO,25-MAY-2023,72.0,68.55,68.75,56550,Options,Call,NIFTY,18300.0,9300
74.5,2023-04-10 11:30:00,NFO,25-MAY-2023,74.95,68.95,69.75,78200,Options,Call,NIFTY,18300.0,30950
78.0,2023-04-10 12:00:00,NFO,25-MAY-2023,79.3,74.7,74.8,84350,Options,Call,NIFTY,18300.0,10950
79.7,2023-04-10 12:30:00,NFO,25-MAY-2023,80.95,76.15,78.0,91850,Options,Call,NIFTY,18300.0,17050
76.6,2023-04-10 13:00:00,NFO,25-MAY-2023,80.2,75.15,79.7,92500,Options,Call,NIFTY,18300.0,5800
70.75,2023-04-10 13:30:00,NFO,25-MAY-2023,76.6,70.75,76.6,93600,Options,Call,NIFTY,18300.0,14650
64.7,2023-04-10 14:00:00,NFO,25-MAY-2023,71.45,63.85,70.75,96750,Options,Call,NIFTY,18300.0,16900
66.65,2023-04-10 14:30:00,NFO,25-MAY-2023,68.75,64.1,64.7,102750,Options,Call,NIFTY,18300.0,14150
64.0,2023-04-10 15:00:00,NFO,25-MAY-2023,68.4,64.0,66.65,109200,Options,Call,NIFTY,18300.0,19750
78.45,2023-04-11 09:00:00,NFO,25-MAY-2023,80.45,69.0,69.0,126150,Options,Call,NIFTY,18300.0,28750
