close,datetime,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
990.95,2022-11-25 09:30:00,NFO,23-FEB-2023,1006.05,971.0,1002.8,3150,Options,Call,NIFTY,18000.0,3500
986.4,2022-11-25 10:00:00,NFO,23-FEB-2023,990.0,986.4,988.15,3350,Options,Call,NIFTY,18000.0,200
1005.0,2022-11-25 10:30:00,NFO,23-FEB-2023,1015.55,1004.6,1008.7,4000,Options,Call,NIFTY,18000.0,700
999.5,2022-11-25 11:00:00,NFO,23-FEB-2023,999.5,999.0,999.0,4050,Options,Call,NIFTY,18000.0,250
990.0,2022-11-25 11:30:00,NFO,23-FEB-2023,990.0,990.0,990.0,4200,Options,Call,NIFTY,18000.0,50
988.9,2022-11-25 12:00:00,NFO,23-FEB-2023,988.9,988.9,988.9,4250,Options,Call,NIFTY,18000.0,50
1012.5,2022-11-25 12:30:00,NFO,23-FEB-2023,1012.5,1011.0,1011.0,4300,Options,Call,NIFTY,18000.0,100
1009.25,2022-11-25 13:00:00,NFO,23-FEB-2023,1009.25,1009.05,1009.05,4350,Options,Call,NIFTY,18000.0,150
1020.0,2022-11-25 13:30:00,NFO,23-FEB-2023,1020.0,1000.0,1009.0,5050,Options,Call,NIFTY,18000.0,1000
1015.0,2022-11-25 14:00:00,NFO,23-FEB-2023,1015.0,1015.0,1015.0,5050,Options,Call,NIFTY,18000.0,900
1034.95,2022-11-25 14:30:00,NFO,23-FEB-2023,1034.95,1011.55,1011.55,6000,Options,Call,NIFTY,18000.0,400
1016.2,2022-11-25 15:00:00,NFO,23-FEB-2023,1035.0,1016.2,1035.0,6150,Options,Call,NIFTY,18000.0,550
991.05,2022-11-28 09:00:00,NFO,23-FEB-2023,1005.1,983.55,983.55,6450,Options,Call,NIFTY,18000.0,1350
1035.0,2022-11-28 09:30:00,NFO,23-FEB-2023,1035.0,1024.0,1025.1,7600,Options,Call,NIFTY,18000.0,1300
1036.95,2022-11-28 10:00:00,NFO,23-FEB-2023,1037.0,1026.05,1026.05,8350,Options,Call,NIFTY,18000.0,150
1047.0,2022-11-28 10:30:00,NFO,23-FEB-2023,1047.0,1047.0,1047.0,8400,Options,Call,NIFTY,18000.0,100
1055.0,2022-11-28 11:00:00,NFO,23-FEB-2023,1055.0,1046.8,1046.8,8550,Options,Call,NIFTY,18000.0,300
1057.0,2022-11-28 11:30:00,NFO,23-FEB-2023,1057.0,1057.0,1057.0,8600,Options,Call,NIFTY,18000.0,200
1075.0,2022-11-28 12:00:00,NFO,23-FEB-2023,1078.15,1075.0,1077.45,8250,Options,Call,NIFTY,18000.0,700
1075.0,2022-11-28 12:30:00,NFO,23-FEB-2023,1075.0,1075.0,1075.0,8300,Options,Call,NIFTY,18000.0,50
1080.0,2022-11-28 13:00:00,NFO,23-FEB-2023,1080.0,1080.0,1080.0,8350,Options,Call,NIFTY,18000.0,500
1095.1,2022-11-29 09:00:00,NFO,23-FEB-2023,1095.1,1095.1,1095.1,8850,Options,Call,NIFTY,18000.0,50
1088.0,2022-11-29 09:30:00,NFO,23-FEB-2023,1090.0,1087.95,1090.0,8900,Options,Call,NIFTY,18000.0,200
1097.0,2022-11-29 10:00:00,NFO,23-FEB-2023,1100.0,1090.0,1090.0,9200,Options,Call,NIFTY,18000.0,300
