close,datetime,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
930.45,2022-03-04 13:00:00,NFO,26-MAY-2022,930.45,930.45,930.45,0,Options,Call,NIFTY,16100.0,50
662.85,2022-03-07 09:30:00,NFO,26-MAY-2022,673.05,662.85,673.05,100,Options,Call,NIFTY,16100.0,100
638.65,2022-03-07 10:30:00,NFO,26-MAY-2022,638.65,638.65,638.65,150,Options,Call,NIFTY,16100.0,50
655.7,2022-03-07 11:00:00,NFO,26-MAY-2022,655.7,655.7,655.7,150,Options,Call,NIFTY,16100.0,50
670.0,2022-03-07 13:00:00,NFO,26-MAY-2022,670.0,670.0,670.0,250,Options,Call,NIFTY,16100.0,150
649.9,2022-03-07 13:30:00,NFO,26-MAY-2022,653.1,649.9,653.1,250,Options,Call,NIFTY,16100.0,100
601.05,2022-03-07 14:00:00,NFO,26-MAY-2022,635.75,601.05,635.75,250,Options,Call,NIFTY,16100.0,150
663.05,2022-03-07 15:00:00,NFO,26-MAY-2022,670.6,658.65,670.6,250,Options,Call,NIFTY,16100.0,150
783.8,2022-03-09 09:30:00,NFO,26-MAY-2022,799.5,781.0,783.65,500,Options,Call,NIFTY,16100.0,400
787.2,2022-03-09 10:00:00,NFO,26-MAY-2022,787.2,787.2,787.2,500,Options,Call,NIFTY,16100.0,50
787.2,2022-03-09 11:30:00,NFO,26-MAY-2022,787.2,787.2,787.2,500,Options,Call,NIFTY,16100.0,50
819.3,2022-03-09 12:00:00,NFO,26-MAY-2022,819.35,819.3,819.35,450,Options,Call,NIFTY,16100.0,100
856.0,2022-03-09 13:00:00,NFO,26-MAY-2022,875.75,856.0,875.75,500,Options,Call,NIFTY,16100.0,200
839.95,2022-03-09 13:30:00,NFO,26-MAY-2022,839.95,839.95,839.95,500,Options,Call,NIFTY,16100.0,50
945.8,2022-03-10 14:00:00,NFO,26-MAY-2022,962.15,945.8,962.15,500,Options,Call,NIFTY,16100.0,250
1035.0,2022-03-10 14:30:00,NFO,26-MAY-2022,1035.0,1035.0,1035.0,450,Options,Call,NIFTY,16100.0,100
1251.7,2022-03-14 14:30:00,NFO,26-MAY-2022,1251.7,1215.0,1215.0,400,Options,Call,NIFTY,16100.0,250
1272.55,2022-03-14 15:00:00,NFO,26-MAY-2022,1272.55,1272.55,1272.55,450,Options,Call,NIFTY,16100.0,50
1221.8,2022-03-15 11:30:00,NFO,26-MAY-2022,1221.8,1221.8,1221.8,450,Options,Call,NIFTY,16100.0,50
1416.2,2022-03-17 09:00:00,NFO,26-MAY-2022,1416.4,1416.2,1416.4,450,Options,Call,NIFTY,16100.0,100
1565.25,2022-03-21 09:30:00,NFO,26-MAY-2022,1565.25,1561.3,1561.3,500,Options,Call,NIFTY,16100.0,100
1435.35,2022-03-22 09:00:00,NFO,26-MAY-2022,1435.35,1435.35,1435.35,500,Options,Call,NIFTY,16100.0,50
1589.85,2022-03-22 14:30:00,NFO,26-MAY-2022,1589.85,1589.85,1589.85,450,Options,Call,NIFTY,16100.0,50
1588.95,2022-03-22 15:00:00,NFO,26-MAY-2022,1588.95,1573.45,1579.35,450,Options,Call,NIFTY,16100.0,150
1472.15,2022-03-24 09:00:00,NFO,26-MAY-2022,1472.15,1472.15,1472.15,450,Options,Call,NIFTY,16100.0,50
1541.55,2022-03-24 11:30:00,NFO,26-MAY-2022,1541.55,1541.55,1541.55,450,Options,Call,NIFTY,16100.0,50
1381.0,2022-03-28 09:00:00,NFO,26-MAY-2022,1381.0,1381.0,1381.0,450,Options,Call,NIFTY,16100.0,50
