close,datetime,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
28.25,2023-06-19 10:30:00,NFO,27-JUL-2023,29.35,27.0,29.35,4150,Options,Call,NIFTY,19700.0,5500
27.9,2023-06-19 11:00:00,NFO,27-JUL-2023,28.4,27.15,28.25,6100,Options,Call,NIFTY,19700.0,5050
27.25,2023-06-19 11:30:00,NFO,27-JUL-2023,27.9,26.7,27.9,6350,Options,Call,NIFTY,19700.0,750
27.45,2023-06-19 12:00:00,NFO,27-JUL-2023,28.1,27.0,27.25,8800,Options,Call,NIFTY,19700.0,2800
26.9,2023-06-19 12:30:00,NFO,27-JUL-2023,27.55,26.5,27.45,10200,Options,Call,NIFTY,19700.0,2800
24.55,2023-06-19 13:00:00,NFO,27-JUL-2023,27.95,24.55,26.9,10950,Options,Call,NIFTY,19700.0,1800
25.0,2023-06-19 13:30:00,NFO,27-JUL-2023,25.5,24.05,24.55,11950,Options,Call,NIFTY,19700.0,4050
24.9,2023-06-19 14:00:00,NFO,27-JUL-2023,25.5,24.0,25.0,11050,Options,Call,NIFTY,19700.0,2550
27.3,2023-06-19 14:30:00,NFO,27-JUL-2023,27.6,24.9,24.9,12500,Options,Call,NIFTY,19700.0,4400
25.15,2023-06-19 15:00:00,NFO,27-JUL-2023,27.3,25.15,27.3,18650,Options,Call,NIFTY,19700.0,11900
19.95,2023-06-20 09:00:00,NFO,27-JUL-2023,25.15,19.95,25.15,18650,Options,Call,NIFTY,19700.0,3750
20.3,2023-06-20 09:30:00,NFO,27-JUL-2023,21.05,19.55,19.95,19800,Options,Call,NIFTY,19700.0,8350
19.0,2023-06-20 10:00:00,NFO,27-JUL-2023,20.4,18.95,20.3,29550,Options,Call,NIFTY,19700.0,14150
19.65,2023-06-20 10:30:00,NFO,27-JUL-2023,19.75,18.55,19.0,31500,Options,Call,NIFTY,19700.0,6800
20.55,2023-06-20 11:00:00,NFO,27-JUL-2023,20.6,19.65,19.65,34450,Options,Call,NIFTY,19700.0,7800
20.75,2023-06-20 11:30:00,NFO,27-JUL-2023,21.5,20.1,20.55,36750,Options,Call,NIFTY,19700.0,4350
20.85,2023-06-20 12:00:00,NFO,27-JUL-2023,21.0,19.95,20.75,36600,Options,Call,NIFTY,19700.0,2250
21.8,2023-06-20 12:30:00,NFO,27-JUL-2023,21.8,20.2,20.85,37700,Options,Call,NIFTY,19700.0,4850
22.85,2023-06-20 13:00:00,NFO,27-JUL-2023,22.85,21.45,21.8,38750,Options,Call,NIFTY,19700.0,8100
21.6,2023-06-20 13:30:00,NFO,27-JUL-2023,23.55,21.6,22.85,39800,Options,Call,NIFTY,19700.0,3150
23.0,2023-06-20 14:00:00,NFO,27-JUL-2023,23.0,20.9,21.6,40150,Options,Call,NIFTY,19700.0,2900
22.4,2023-06-20 14:30:00,NFO,27-JUL-2023,24.0,22.35,23.0,45650,Options,Call,NIFTY,19700.0,10650
25.95,2023-06-20 15:00:00,NFO,27-JUL-2023,25.95,22.7,22.7,58800,Options,Call,NIFTY,19700.0,29050
27.25,2023-06-21 09:00:00,NFO,27-JUL-2023,29.0,23.2,29.0,65450,Options,Call,NIFTY,19700.0,21150
28.1,2023-06-21 09:30:00,NFO,27-JUL-2023,28.3,25.65,27.25,74950,Options,Call,NIFTY,19700.0,26450
26.85,2023-06-21 10:00:00,NFO,27-JUL-2023,28.6,26.2,28.1,73550,Options,Call,NIFTY,19700.0,11500
24.35,2023-06-21 10:30:00,NFO,27-JUL-2023,27.05,24.3,26.85,72900,Options,Call,NIFTY,19700.0,12400
