close,datetime,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
954.95,2022-05-06 10:30:00,NFO,28-JUL-2022,954.95,954.95,954.95,0,Options,Call,NIFTY,15800.0,250
891.9,2022-05-11 09:00:00,NFO,28-JUL-2022,891.9,891.9,891.9,250,Options,Call,NIFTY,15800.0,250
666.0,2022-05-12 10:00:00,NFO,28-JUL-2022,666.0,666.0,666.0,500,Options,Call,NIFTY,15800.0,100
660.0,2022-05-12 10:30:00,NFO,28-JUL-2022,660.0,660.0,660.0,500,Options,Call,NIFTY,15800.0,50
658.0,2022-05-12 11:00:00,NFO,28-JUL-2022,670.0,658.0,670.0,600,Options,Call,NIFTY,15800.0,250
660.0,2022-05-12 11:30:00,NFO,28-JUL-2022,660.0,658.0,658.0,650,Options,Call,NIFTY,15800.0,100
669.95,2022-05-12 12:00:00,NFO,28-JUL-2022,669.95,669.95,669.95,700,Options,Call,NIFTY,15800.0,50
658.05,2022-05-12 12:30:00,NFO,28-JUL-2022,658.05,630.45,639.8,750,Options,Call,NIFTY,15800.0,250
650.0,2022-05-12 13:00:00,NFO,28-JUL-2022,650.0,632.0,650.0,1400,Options,Call,NIFTY,15800.0,2650
630.0,2022-05-12 13:30:00,NFO,28-JUL-2022,650.0,630.0,650.0,1450,Options,Call,NIFTY,15800.0,1300
600.0,2022-05-12 14:00:00,NFO,28-JUL-2022,617.05,600.0,617.05,2050,Options,Call,NIFTY,15800.0,600
616.7,2022-05-12 14:30:00,NFO,28-JUL-2022,616.7,591.85,603.0,3050,Options,Call,NIFTY,15800.0,1350
610.0,2022-05-12 15:00:00,NFO,28-JUL-2022,625.0,600.0,605.0,4600,Options,Call,NIFTY,15800.0,1900
694.0,2022-05-13 09:00:00,NFO,28-JUL-2022,694.0,648.65,656.8,3950,Options,Call,NIFTY,15800.0,1550
666.0,2022-05-13 09:30:00,NFO,28-JUL-2022,700.0,666.0,700.0,3100,Options,Call,NIFTY,15800.0,900
674.9,2022-05-13 10:00:00,NFO,28-JUL-2022,674.9,650.0,666.0,2850,Options,Call,NIFTY,15800.0,150
677.0,2022-05-13 10:30:00,NFO,28-JUL-2022,684.0,677.0,684.0,2850,Options,Call,NIFTY,15800.0,750
682.0,2022-05-13 11:00:00,NFO,28-JUL-2022,702.0,682.0,700.0,2550,Options,Call,NIFTY,15800.0,150
736.0,2022-05-13 11:30:00,NFO,28-JUL-2022,736.0,710.0,710.0,2450,Options,Call,NIFTY,15800.0,500
711.0,2022-05-13 12:00:00,NFO,28-JUL-2022,720.0,711.0,720.0,2500,Options,Call,NIFTY,15800.0,850
720.0,2022-05-13 13:00:00,NFO,28-JUL-2022,720.0,720.0,720.0,2000,Options,Call,NIFTY,15800.0,150
620.1,2022-05-13 14:00:00,NFO,28-JUL-2022,680.0,620.0,680.0,2850,Options,Call,NIFTY,15800.0,950
611.25,2022-05-13 14:30:00,NFO,28-JUL-2022,628.0,610.0,628.0,3100,Options,Call,NIFTY,15800.0,750
585.0,2022-05-13 15:00:00,NFO,28-JUL-2022,620.35,578.0,620.35,3700,Options,Call,NIFTY,15800.0,1500
