close,datetime,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
640.0,2022-04-29 09:30:00,NFO,28-JUL-2022,640.0,614.75,614.75,100,Options,Call,NIFTY,17200.0,150
647.0,2022-04-29 10:00:00,NFO,28-JUL-2022,650.0,642.4,650.0,250,Options,Call,NIFTY,17200.0,150
690.0,2022-04-29 11:30:00,NFO,28-JUL-2022,690.0,690.0,690.0,300,Options,Call,NIFTY,17200.0,50
550.0,2022-04-29 15:00:00,NFO,28-JUL-2022,550.0,550.0,550.0,350,Options,Call,NIFTY,17200.0,200
489.4,2022-05-02 09:30:00,NFO,28-JUL-2022,525.0,489.4,524.7,700,Options,Call,NIFTY,17200.0,200
515.0,2022-05-02 10:00:00,NFO,28-JUL-2022,515.0,515.0,515.0,750,Options,Call,NIFTY,17200.0,50
525.0,2022-05-02 10:30:00,NFO,28-JUL-2022,525.0,525.0,525.0,750,Options,Call,NIFTY,17200.0,100
508.0,2022-05-02 11:00:00,NFO,28-JUL-2022,508.0,507.95,508.0,1050,Options,Call,NIFTY,17200.0,300
513.95,2022-05-02 11:30:00,NFO,28-JUL-2022,513.95,513.95,513.95,1100,Options,Call,NIFTY,17200.0,50
519.0,2022-05-02 13:00:00,NFO,28-JUL-2022,520.0,519.0,520.0,1050,Options,Call,NIFTY,17200.0,200
519.65,2022-05-02 13:30:00,NFO,28-JUL-2022,519.65,510.0,510.0,1300,Options,Call,NIFTY,17200.0,100
535.0,2022-05-02 14:30:00,NFO,28-JUL-2022,535.0,515.0,515.0,1350,Options,Call,NIFTY,17200.0,300
530.6,2022-05-02 15:00:00,NFO,28-JUL-2022,550.0,530.6,550.0,1550,Options,Call,NIFTY,17200.0,200
540.0,2022-05-04 09:30:00,NFO,28-JUL-2022,540.0,540.0,540.0,1550,Options,Call,NIFTY,17200.0,50
526.05,2022-05-04 10:00:00,NFO,28-JUL-2022,526.65,526.05,526.05,1650,Options,Call,NIFTY,17200.0,200
507.0,2022-05-04 10:30:00,NFO,28-JUL-2022,507.0,507.0,507.0,1700,Options,Call,NIFTY,17200.0,100
506.0,2022-05-04 11:00:00,NFO,28-JUL-2022,506.0,506.0,506.0,1700,Options,Call,NIFTY,17200.0,50
485.15,2022-05-04 11:30:00,NFO,28-JUL-2022,495.0,485.15,495.0,1800,Options,Call,NIFTY,17200.0,150
483.1,2022-05-04 13:00:00,NFO,28-JUL-2022,483.1,483.1,483.1,1850,Options,Call,NIFTY,17200.0,50
483.0,2022-05-04 13:30:00,NFO,28-JUL-2022,483.0,481.65,481.65,1850,Options,Call,NIFTY,17200.0,100
440.6,2022-05-04 14:00:00,NFO,28-JUL-2022,440.6,429.05,429.05,1900,Options,Call,NIFTY,17200.0,100
394.95,2022-05-04 14:30:00,NFO,28-JUL-2022,428.3,394.95,428.3,1950,Options,Call,NIFTY,17200.0,150
380.0,2022-05-04 15:00:00,NFO,28-JUL-2022,388.45,376.6,388.45,1850,Options,Call,NIFTY,17200.0,300
420.0,2022-05-05 09:30:00,NFO,28-JUL-2022,420.0,420.0,420.0,1850,Options,Call,NIFTY,17200.0,50
460.0,2022-05-05 10:00:00,NFO,28-JUL-2022,460.0,460.0,460.0,1800,Options,Call,NIFTY,17200.0,100
460.0,2022-05-05 10:30:00,NFO,28-JUL-2022,460.0,460.0,460.0,1850,Options,Call,NIFTY,17200.0,250
450.0,2022-05-05 11:00:00,NFO,28-JUL-2022,450.0,450.0,450.0,1800,Options,Call,NIFTY,17200.0,50
428.25,2022-05-05 11:30:00,NFO,28-JUL-2022,428.25,428.25,428.25,1800,Options,Call,NIFTY,17200.0,50
416.4,2022-05-05 12:00:00,NFO,28-JUL-2022,416.4,416.4,416.4,1850,Options,Call,NIFTY,17200.0,50
419.2,2022-05-05 12:30:00,NFO,28-JUL-2022,419.2,419.2,419.2,1850,Options,Call,NIFTY,17200.0,150
398.95,2022-05-05 13:00:00,NFO,28-JUL-2022,413.05,398.95,413.05,2050,Options,Call,NIFTY,17200.0,100
385.5,2022-05-05 13:30:00,NFO,28-JUL-2022,395.0,381.85,395.0,2200,Options,Call,NIFTY,17200.0,500
337.7,2022-05-05 14:00:00,NFO,28-JUL-2022,337.7,337.7,337.7,2300,Options,Call,NIFTY,17200.0,50
356.95,2022-05-05 14:30:00,NFO,28-JUL-2022,359.5,349.95,350.0,2350,Options,Call,NIFTY,17200.0,800
330.15,2022-05-05 15:00:00,NFO,28-JUL-2022,352.0,330.15,352.0,2350,Options,Call,NIFTY,17200.0,150
265.25,2022-05-06 09:00:00,NFO,28-JUL-2022,268.9,247.7,256.4,2550,Options,Call,NIFTY,17200.0,350
260.0,2022-05-06 09:30:00,NFO,28-JUL-2022,272.55,252.75,261.35,2700,Options,Call,NIFTY,17200.0,1050
251.6,2022-05-06 10:00:00,NFO,28-JUL-2022,259.0,251.6,259.0,2950,Options,Call,NIFTY,17200.0,600
256.0,2022-05-06 10:30:00,NFO,28-JUL-2022,256.0,250.0,254.95,3250,Options,Call,NIFTY,17200.0,600
240.35,2022-05-06 11:00:00,NFO,28-JUL-2022,241.25,239.35,239.35,2950,Options,Call,NIFTY,17200.0,250
242.9,2022-05-06 11:30:00,NFO,28-JUL-2022,247.0,242.9,247.0,3200,Options,Call,NIFTY,17200.0,400
258.0,2022-05-06 13:00:00,NFO,28-JUL-2022,258.0,258.0,258.0,3250,Options,Call,NIFTY,17200.0,50
260.0,2022-05-06 14:00:00,NFO,28-JUL-2022,260.0,260.0,260.0,3300,Options,Call,NIFTY,17200.0,50
248.55,2022-05-06 14:30:00,NFO,28-JUL-2022,248.55,242.0,242.0,3250,Options,Call,NIFTY,17200.0,250
251.5,2022-05-06 15:00:00,NFO,28-JUL-2022,259.0,242.4,242.4,3400,Options,Call,NIFTY,17200.0,350
203.0,2022-05-09 09:00:00,NFO,28-JUL-2022,204.75,188.1,201.3,3450,Options,Call,NIFTY,17200.0,450
207.8,2022-05-09 09:30:00,NFO,28-JUL-2022,214.8,197.05,206.75,3600,Options,Call,NIFTY,17200.0,1050
208.45,2022-05-09 10:00:00,NFO,28-JUL-2022,208.45,199.85,203.2,3550,Options,Call,NIFTY,17200.0,200
207.5,2022-05-09 10:30:00,NFO,28-JUL-2022,207.5,202.0,202.0,3800,Options,Call,NIFTY,17200.0,250
213.2,2022-05-09 11:00:00,NFO,28-JUL-2022,213.2,213.2,213.2,3850,Options,Call,NIFTY,17200.0,50
223.0,2022-05-09 11:30:00,NFO,28-JUL-2022,223.0,213.1,213.2,4400,Options,Call,NIFTY,17200.0,900
