close,datetime,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
730.45,2022-11-28 09:30:00,NFO,23-FEB-2023,730.45,730.45,730.45,0,Options,Call,NIFTY,18400.0,50
757.05,2022-11-28 10:30:00,NFO,23-FEB-2023,757.05,754.15,754.15,100,Options,Call,NIFTY,18400.0,100
784.2,2022-11-28 15:00:00,NFO,23-FEB-2023,784.2,784.2,784.2,100,Options,Call,NIFTY,18400.0,50
782.0,2022-11-29 09:00:00,NFO,23-FEB-2023,782.0,782.0,782.0,150,Options,Call,NIFTY,18400.0,50
790.0,2022-11-29 15:00:00,NFO,23-FEB-2023,790.0,790.0,790.0,200,Options,Call,NIFTY,18400.0,100
801.0,2022-11-30 11:00:00,NFO,23-FEB-2023,801.0,801.0,801.0,150,Options,Call,NIFTY,18400.0,50
826.0,2022-11-30 13:00:00,NFO,23-FEB-2023,826.0,826.0,826.0,200,Options,Call,NIFTY,18400.0,50
835.0,2022-11-30 13:30:00,NFO,23-FEB-2023,835.0,835.0,835.0,250,Options,Call,NIFTY,18400.0,50
844.05,2022-11-30 14:30:00,NFO,23-FEB-2023,844.05,844.05,844.05,250,Options,Call,NIFTY,18400.0,50
844.05,2022-12-02 10:00:00,NFO,23-FEB-2023,844.05,844.05,844.05,250,Options,Call,NIFTY,18400.0,50
810.0,2022-12-02 11:30:00,NFO,23-FEB-2023,810.0,810.0,810.0,300,Options,Call,NIFTY,18400.0,50
795.0,2022-12-02 12:00:00,NFO,23-FEB-2023,795.0,795.0,795.0,350,Options,Call,NIFTY,18400.0,50
819.0,2022-12-02 14:00:00,NFO,23-FEB-2023,819.0,817.05,817.05,400,Options,Call,NIFTY,18400.0,100
817.0,2022-12-05 09:00:00,NFO,23-FEB-2023,817.0,817.0,817.0,450,Options,Call,NIFTY,18400.0,50
786.95,2022-12-05 10:00:00,NFO,23-FEB-2023,786.95,769.0,769.0,400,Options,Call,NIFTY,18400.0,100
806.0,2022-12-05 11:00:00,NFO,23-FEB-2023,806.0,805.0,805.0,800,Options,Call,NIFTY,18400.0,850
807.65,2022-12-05 11:30:00,NFO,23-FEB-2023,807.65,807.65,807.65,1300,Options,Call,NIFTY,18400.0,200
786.0,2022-12-06 09:30:00,NFO,23-FEB-2023,786.0,786.0,786.0,1500,Options,Call,NIFTY,18400.0,50
780.0,2022-12-06 10:00:00,NFO,23-FEB-2023,780.0,780.0,780.0,1550,Options,Call,NIFTY,18400.0,50
785.95,2022-12-06 12:00:00,NFO,23-FEB-2023,785.95,785.95,785.95,1550,Options,Call,NIFTY,18400.0,50
786.0,2022-12-06 13:00:00,NFO,23-FEB-2023,786.0,786.0,786.0,1600,Options,Call,NIFTY,18400.0,50
806.15,2022-12-06 15:00:00,NFO,23-FEB-2023,806.15,799.8,799.8,1700,Options,Call,NIFTY,18400.0,100
749.0,2022-12-07 13:30:00,NFO,23-FEB-2023,759.0,749.0,759.0,1700,Options,Call,NIFTY,18400.0,100
753.0,2022-12-07 14:30:00,NFO,23-FEB-2023,753.0,753.0,753.0,1750,Options,Call,NIFTY,18400.0,300
729.0,2022-12-07 15:00:00,NFO,23-FEB-2023,745.0,729.0,745.0,2050,Options,Call,NIFTY,18400.0,150
726.95,2022-12-08 09:00:00,NFO,23-FEB-2023,726.95,726.95,726.95,1950,Options,Call,NIFTY,18400.0,150
742.5,2022-12-08 11:30:00,NFO,23-FEB-2023,742.5,742.5,742.5,2000,Options,Call,NIFTY,18400.0,50
729.05,2022-12-08 12:30:00,NFO,23-FEB-2023,730.05,729.05,730.05,2000,Options,Call,NIFTY,18400.0,100
759.95,2022-12-08 14:00:00,NFO,23-FEB-2023,759.95,759.95,759.95,2000,Options,Call,NIFTY,18400.0,50
721.0,2022-12-09 10:30:00,NFO,23-FEB-2023,721.0,721.0,721.0,2000,Options,Call,NIFTY,18400.0,150
730.0,2022-12-09 11:00:00,NFO,23-FEB-2023,730.0,730.0,730.0,2050,Options,Call,NIFTY,18400.0,50
726.0,2022-12-09 12:00:00,NFO,23-FEB-2023,726.0,726.0,726.0,2050,Options,Call,NIFTY,18400.0,50
680.0,2022-12-09 12:30:00,NFO,23-FEB-2023,700.0,680.0,700.0,2050,Options,Call,NIFTY,18400.0,250
688.0,2022-12-09 13:00:00,NFO,23-FEB-2023,688.0,688.0,688.0,1900,Options,Call,NIFTY,18400.0,50
675.0,2022-12-09 13:30:00,NFO,23-FEB-2023,680.0,675.0,680.0,2150,Options,Call,NIFTY,18400.0,400
649.0,2022-12-09 14:00:00,NFO,23-FEB-2023,649.0,646.0,646.0,2200,Options,Call,NIFTY,18400.0,100
665.0,2022-12-09 14:30:00,NFO,23-FEB-2023,665.0,649.7,649.7,2400,Options,Call,NIFTY,18400.0,200
610.0,2022-12-12 09:00:00,NFO,23-FEB-2023,618.0,610.0,618.0,2500,Options,Call,NIFTY,18400.0,250
667.65,2022-12-12 09:30:00,NFO,23-FEB-2023,667.65,600.0,600.0,2600,Options,Call,NIFTY,18400.0,400
679.2,2022-12-12 10:00:00,NFO,23-FEB-2023,679.2,669.6,669.6,2600,Options,Call,NIFTY,18400.0,100
681.2,2022-12-12 10:30:00,NFO,23-FEB-2023,681.2,681.2,681.2,2600,Options,Call,NIFTY,18400.0,50
681.2,2022-12-12 11:00:00,NFO,23-FEB-2023,681.2,674.4,674.4,2650,Options,Call,NIFTY,18400.0,150
668.0,2022-12-12 12:30:00,NFO,23-FEB-2023,668.0,668.0,668.0,2650,Options,Call,NIFTY,18400.0,50
653.05,2022-12-12 13:00:00,NFO,23-FEB-2023,675.0,653.05,675.0,2650,Options,Call,NIFTY,18400.0,150
643.0,2022-12-12 13:30:00,NFO,23-FEB-2023,644.8,642.3,644.8,2300,Options,Call,NIFTY,18400.0,1150
