close,datetime,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
81.8,2023-04-28 12:30:00,NFO,28-JUN-2023,124.65,79.65,124.65,2500,Options,Call,NIFTY,18700.0,2650
80.6,2023-04-28 13:00:00,NFO,28-JUN-2023,82.0,79.8,81.8,10950,Options,Call,NIFTY,18700.0,13150
80.6,2023-04-28 13:30:00,NFO,28-JUN-2023,81.2,78.65,80.6,16850,Options,Call,NIFTY,18700.0,7650
79.0,2023-04-28 14:00:00,NFO,28-JUN-2023,82.7,78.95,80.6,20850,Options,Call,NIFTY,18700.0,5550
82.5,2023-04-28 14:30:00,NFO,28-JUN-2023,84.5,79.0,79.0,24700,Options,Call,NIFTY,18700.0,8900
95.4,2023-04-28 15:00:00,NFO,28-JUN-2023,99.95,82.45,82.5,34700,Options,Call,NIFTY,18700.0,29000
125.65,2023-05-02 09:00:00,NFO,28-JUN-2023,125.65,101.5,101.5,38900,Options,Call,NIFTY,18700.0,14400
127.8,2023-05-02 09:30:00,NFO,28-JUN-2023,130.0,123.6,125.7,59100,Options,Call,NIFTY,18700.0,42550
126.35,2023-05-02 10:00:00,NFO,28-JUN-2023,135.35,126.35,127.8,62550,Options,Call,NIFTY,18700.0,14800
125.45,2023-05-02 10:30:00,NFO,28-JUN-2023,130.95,123.4,126.35,67000,Options,Call,NIFTY,18700.0,14150
124.6,2023-05-02 11:00:00,NFO,28-JUN-2023,129.4,119.15,125.45,66400,Options,Call,NIFTY,18700.0,7150
125.3,2023-05-02 11:30:00,NFO,28-JUN-2023,126.0,123.3,124.6,66500,Options,Call,NIFTY,18700.0,2450
124.55,2023-05-02 12:00:00,NFO,28-JUN-2023,127.2,123.75,125.3,71300,Options,Call,NIFTY,18700.0,24200
130.0,2023-05-02 12:30:00,NFO,28-JUN-2023,130.9,123.6,124.55,81400,Options,Call,NIFTY,18700.0,17900
129.4,2023-05-02 13:00:00,NFO,28-JUN-2023,133.85,129.0,130.0,86850,Options,Call,NIFTY,18700.0,13700
131.15,2023-05-02 13:30:00,NFO,28-JUN-2023,131.95,126.35,129.4,88450,Options,Call,NIFTY,18700.0,4850
130.4,2023-05-02 14:00:00,NFO,28-JUN-2023,132.45,128.95,131.15,89200,Options,Call,NIFTY,18700.0,6800
125.95,2023-05-02 14:30:00,NFO,28-JUN-2023,132.0,123.05,130.4,90100,Options,Call,NIFTY,18700.0,4050
121.7,2023-05-02 15:00:00,NFO,28-JUN-2023,129.15,121.7,125.95,91050,Options,Call,NIFTY,18700.0,20500
104.0,2023-05-03 09:00:00,NFO,28-JUN-2023,121.7,99.95,121.7,94700,Options,Call,NIFTY,18700.0,22900
105.25,2023-05-03 09:30:00,NFO,28-JUN-2023,106.85,100.5,104.0,103100,Options,Call,NIFTY,18700.0,16450
107.75,2023-05-03 10:00:00,NFO,28-JUN-2023,108.95,105.25,105.25,108300,Options,Call,NIFTY,18700.0,10700
113.7,2023-05-03 10:30:00,NFO,28-JUN-2023,115.05,107.75,107.75,110150,Options,Call,NIFTY,18700.0,4800
107.75,2023-05-03 11:00:00,NFO,28-JUN-2023,113.7,106.35,113.7,112150,Options,Call,NIFTY,18700.0,4350
106.05,2023-05-03 11:30:00,NFO,28-JUN-2023,108.25,104.0,107.75,114000,Options,Call,NIFTY,18700.0,6600
103.75,2023-05-03 12:00:00,NFO,28-JUN-2023,107.45,103.5,106.05,117600,Options,Call,NIFTY,18700.0,8850
107.5,2023-05-03 12:30:00,NFO,28-JUN-2023,107.5,102.8,103.75,118250,Options,Call,NIFTY,18700.0,1550
107.5,2023-05-03 13:00:00,NFO,28-JUN-2023,108.9,105.55,107.5,120400,Options,Call,NIFTY,18700.0,5600
101.45,2023-05-03 13:30:00,NFO,28-JUN-2023,108.3,97.15,107.5,120400,Options,Call,NIFTY,18700.0,12500
106.0,2023-05-03 14:00:00,NFO,28-JUN-2023,106.85,101.0,101.45,122450,Options,Call,NIFTY,18700.0,7100
102.7,2023-05-03 14:30:00,NFO,28-JUN-2023,107.75,102.0,106.0,124750,Options,Call,NIFTY,18700.0,6150
104.0,2023-05-03 15:00:00,NFO,28-JUN-2023,107.05,100.0,102.7,131550,Options,Call,NIFTY,18700.0,34650
106.0,2023-05-04 09:00:00,NFO,28-JUN-2023,106.2,98.55,98.55,132400,Options,Call,NIFTY,18700.0,7700
104.95,2023-05-04 09:30:00,NFO,28-JUN-2023,107.2,104.0,106.05,136800,Options,Call,NIFTY,18700.0,7550
111.85,2023-05-04 10:00:00,NFO,28-JUN-2023,113.0,105.0,105.0,139900,Options,Call,NIFTY,18700.0,4700
117.85,2023-05-04 10:30:00,NFO,28-JUN-2023,117.85,111.2,112.05,142900,Options,Call,NIFTY,18700.0,5100
114.95,2023-05-04 11:00:00,NFO,28-JUN-2023,119.5,114.95,116.1,143750,Options,Call,NIFTY,18700.0,4650
120.45,2023-05-04 11:30:00,NFO,28-JUN-2023,120.45,115.05,115.05,144000,Options,Call,NIFTY,18700.0,4450
121.2,2023-05-04 12:00:00,NFO,28-JUN-2023,121.7,117.65,119.8,145350,Options,Call,NIFTY,18700.0,1950
120.9,2023-05-04 12:30:00,NFO,28-JUN-2023,123.35,120.6,122.65,147250,Options,Call,NIFTY,18700.0,3150
129.2,2023-05-04 13:00:00,NFO,28-JUN-2023,130.5,121.2,122.0,149200,Options,Call,NIFTY,18700.0,13400
128.15,2023-05-04 13:30:00,NFO,28-JUN-2023,130.5,128.05,129.4,150900,Options,Call,NIFTY,18700.0,4850
