close,datetime,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
16.25,2023-05-29 15:00:00,NFO,27-JUL-2023,26.8,15.3,26.8,2350,Options,Call,NIFTY,20000.0,3450
17.35,2023-05-30 09:00:00,NFO,27-JUL-2023,18.55,16.25,16.25,2750,Options,Call,NIFTY,20000.0,1400
18.05,2023-05-30 09:30:00,NFO,27-JUL-2023,19.4,17.15,17.35,9300,Options,Call,NIFTY,20000.0,10000
19.0,2023-05-30 10:00:00,NFO,27-JUL-2023,20.0,18.05,18.05,10900,Options,Call,NIFTY,20000.0,3100
16.3,2023-05-30 10:30:00,NFO,27-JUL-2023,19.05,16.3,19.0,12600,Options,Call,NIFTY,20000.0,3700
18.75,2023-05-30 11:00:00,NFO,27-JUL-2023,20.0,16.3,16.3,14800,Options,Call,NIFTY,20000.0,3350
17.95,2023-05-30 11:30:00,NFO,27-JUL-2023,18.75,17.9,18.75,14800,Options,Call,NIFTY,20000.0,650
18.15,2023-05-30 12:00:00,NFO,27-JUL-2023,18.3,17.95,17.95,14800,Options,Call,NIFTY,20000.0,250
18.6,2023-05-30 12:30:00,NFO,27-JUL-2023,18.6,18.1,18.15,15750,Options,Call,NIFTY,20000.0,1050
17.8,2023-05-30 13:00:00,NFO,27-JUL-2023,18.85,17.7,18.6,18600,Options,Call,NIFTY,20000.0,4000
17.55,2023-05-30 13:30:00,NFO,27-JUL-2023,17.8,17.55,17.8,19200,Options,Call,NIFTY,20000.0,900
17.55,2023-05-30 14:00:00,NFO,27-JUL-2023,17.7,17.5,17.55,19600,Options,Call,NIFTY,20000.0,600
17.7,2023-05-30 14:30:00,NFO,27-JUL-2023,17.7,17.55,17.55,21350,Options,Call,NIFTY,20000.0,2750
16.15,2023-05-30 15:00:00,NFO,27-JUL-2023,17.7,16.0,17.7,24800,Options,Call,NIFTY,20000.0,5400
13.65,2023-05-31 09:00:00,NFO,27-JUL-2023,16.9,12.8,16.15,24450,Options,Call,NIFTY,20000.0,3250
14.1,2023-05-31 09:30:00,NFO,27-JUL-2023,14.5,13.55,13.65,26850,Options,Call,NIFTY,20000.0,5800
14.0,2023-05-31 10:00:00,NFO,27-JUL-2023,14.75,14.0,14.1,29000,Options,Call,NIFTY,20000.0,3550
13.9,2023-05-31 10:30:00,NFO,27-JUL-2023,14.0,13.7,14.0,29550,Options,Call,NIFTY,20000.0,950
13.65,2023-05-31 11:00:00,NFO,27-JUL-2023,14.0,13.25,13.9,30400,Options,Call,NIFTY,20000.0,2200
13.0,2023-05-31 11:30:00,NFO,27-JUL-2023,13.95,13.0,13.65,33200,Options,Call,NIFTY,20000.0,3900
14.05,2023-05-31 12:00:00,NFO,27-JUL-2023,14.05,13.0,13.0,40950,Options,Call,NIFTY,20000.0,10000
15.05,2023-05-31 12:30:00,NFO,27-JUL-2023,15.05,14.05,14.05,42650,Options,Call,NIFTY,20000.0,4250
14.55,2023-05-31 13:00:00,NFO,27-JUL-2023,15.4,14.3,15.4,46200,Options,Call,NIFTY,20000.0,4700
14.95,2023-05-31 13:30:00,NFO,27-JUL-2023,15.55,14.55,14.55,47450,Options,Call,NIFTY,20000.0,3150
15.0,2023-05-31 14:00:00,NFO,27-JUL-2023,15.1,14.35,14.95,49150,Options,Call,NIFTY,20000.0,2300
14.3,2023-05-31 14:30:00,NFO,27-JUL-2023,15.1,14.0,15.0,52100,Options,Call,NIFTY,20000.0,7050
13.95,2023-05-31 15:00:00,NFO,27-JUL-2023,14.5,13.6,14.3,59150,Options,Call,NIFTY,20000.0,11700
14.35,2023-06-01 09:00:00,NFO,27-JUL-2023,14.35,13.05,13.95,61250,Options,Call,NIFTY,20000.0,1150
14.35,2023-06-01 09:30:00,NFO,27-JUL-2023,15.0,13.55,14.35,64550,Options,Call,NIFTY,20000.0,3800
14.35,2023-06-01 10:00:00,NFO,27-JUL-2023,14.5,13.9,14.35,66900,Options,Call,NIFTY,20000.0,3300
14.3,2023-06-01 10:30:00,NFO,27-JUL-2023,14.8,13.7,14.45,69600,Options,Call,NIFTY,20000.0,4050
13.65,2023-06-01 11:00:00,NFO,27-JUL-2023,14.3,13.65,14.3,70100,Options,Call,NIFTY,20000.0,200
14.05,2023-06-01 11:30:00,NFO,27-JUL-2023,14.1,13.65,13.65,70950,Options,Call,NIFTY,20000.0,1450
13.95,2023-06-01 12:00:00,NFO,27-JUL-2023,14.1,13.9,14.05,72000,Options,Call,NIFTY,20000.0,2650
13.95,2023-06-01 12:30:00,NFO,27-JUL-2023,14.0,13.8,13.95,74050,Options,Call,NIFTY,20000.0,2600
13.9,2023-06-01 13:00:00,NFO,27-JUL-2023,13.95,13.8,13.95,74400,Options,Call,NIFTY,20000.0,700
13.25,2023-06-01 13:30:00,NFO,27-JUL-2023,13.9,13.25,13.9,74800,Options,Call,NIFTY,20000.0,600
11.7,2023-06-01 14:00:00,NFO,27-JUL-2023,13.5,11.7,13.25,73600,Options,Call,NIFTY,20000.0,3700
14.1,2023-06-01 14:30:00,NFO,27-JUL-2023,14.1,11.7,11.7,76950,Options,Call,NIFTY,20000.0,5450
13.0,2023-06-01 15:00:00,NFO,27-JUL-2023,14.1,11.3,14.1,82050,Options,Call,NIFTY,20000.0,10550
13.4,2023-06-02 09:00:00,NFO,27-JUL-2023,14.85,13.0,13.0,82600,Options,Call,NIFTY,20000.0,1700
12.15,2023-06-02 09:30:00,NFO,27-JUL-2023,13.5,12.15,13.4,98450,Options,Call,NIFTY,20000.0,28250
12.35,2023-06-02 10:00:00,NFO,27-JUL-2023,12.45,11.95,12.15,102800,Options,Call,NIFTY,20000.0,8250
12.4,2023-06-02 10:30:00,NFO,27-JUL-2023,12.45,12.15,12.35,103250,Options,Call,NIFTY,20000.0,1800
12.45,2023-06-02 11:00:00,NFO,27-JUL-2023,12.5,12.2,12.4,103350,Options,Call,NIFTY,20000.0,550
12.35,2023-06-02 11:30:00,NFO,27-JUL-2023,12.55,12.35,12.5,103400,Options,Call,NIFTY,20000.0,250
12.45,2023-06-02 12:00:00,NFO,27-JUL-2023,13.5,12.35,12.35,106900,Options,Call,NIFTY,20000.0,5600
12.7,2023-06-02 12:30:00,NFO,27-JUL-2023,13.25,12.45,12.45,106950,Options,Call,NIFTY,20000.0,1950
12.2,2023-06-02 13:00:00,NFO,27-JUL-2023,12.75,11.75,12.7,109750,Options,Call,NIFTY,20000.0,7250
12.25,2023-06-02 13:30:00,NFO,27-JUL-2023,12.3,11.95,12.2,109600,Options,Call,NIFTY,20000.0,7450
11.75,2023-06-02 14:00:00,NFO,27-JUL-2023,12.3,11.75,12.25,110300,Options,Call,NIFTY,20000.0,3400
12.0,2023-06-02 14:30:00,NFO,27-JUL-2023,12.0,11.5,11.75,113900,Options,Call,NIFTY,20000.0,5550
11.5,2023-06-02 15:00:00,NFO,27-JUL-2023,12.5,11.4,12.0,110900,Options,Call,NIFTY,20000.0,11600
13.4,2023-06-05 09:00:00,NFO,27-JUL-2023,14.8,11.5,11.5,110350,Options,Call,NIFTY,20000.0,5150
13.0,2023-06-05 09:30:00,NFO,27-JUL-2023,13.4,12.8,13.4,110050,Options,Call,NIFTY,20000.0,11250
13.6,2023-06-05 10:00:00,NFO,27-JUL-2023,13.6,12.9,13.0,111350,Options,Call,NIFTY,20000.0,7750
13.3,2023-06-05 10:30:00,NFO,27-JUL-2023,13.6,13.3,13.55,111550,Options,Call,NIFTY,20000.0,2800
13.5,2023-06-05 11:00:00,NFO,27-JUL-2023,13.55,13.3,13.3,111500,Options,Call,NIFTY,20000.0,1900
13.2,2023-06-05 11:30:00,NFO,27-JUL-2023,13.5,13.2,13.5,111200,Options,Call,NIFTY,20000.0,650
13.1,2023-06-05 12:00:00,NFO,27-JUL-2023,13.3,13.1,13.3,112300,Options,Call,NIFTY,20000.0,1700
13.0,2023-06-05 12:30:00,NFO,27-JUL-2023,13.1,12.9,13.1,112150,Options,Call,NIFTY,20000.0,250
12.65,2023-06-05 13:00:00,NFO,27-JUL-2023,13.6,12.65,13.0,115150,Options,Call,NIFTY,20000.0,23100
13.4,2023-06-05 13:30:00,NFO,27-JUL-2023,13.6,12.55,12.6,114750,Options,Call,NIFTY,20000.0,5900
13.15,2023-06-05 14:00:00,NFO,27-JUL-2023,13.45,12.55,13.4,115700,Options,Call,NIFTY,20000.0,4200
13.7,2023-06-05 14:30:00,NFO,27-JUL-2023,14.2,12.85,13.15,116800,Options,Call,NIFTY,20000.0,16950
13.55,2023-06-05 15:00:00,NFO,27-JUL-2023,14.0,13.0,13.65,130850,Options,Call,NIFTY,20000.0,23200
13.45,2023-06-06 09:00:00,NFO,27-JUL-2023,14.15,12.85,13.55,133550,Options,Call,NIFTY,20000.0,7500
13.5,2023-06-06 09:30:00,NFO,27-JUL-2023,13.95,13.0,13.4,134350,Options,Call,NIFTY,20000.0,12950
