close,datetime,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
644.0,2023-01-05 14:30:00,NFO,29-MAR-2023,644.0,644.0,644.0,0,Options,Call,NIFTY,17900.0,50
648.35,2023-01-05 15:00:00,NFO,29-MAR-2023,675.0,648.35,675.0,100,Options,Call,NIFTY,17900.0,450
648.35,2023-01-06 09:00:00,NFO,29-MAR-2023,648.35,648.35,648.35,400,Options,Call,NIFTY,17900.0,50
656.25,2023-01-06 09:30:00,NFO,29-MAR-2023,656.25,656.25,656.25,450,Options,Call,NIFTY,17900.0,50
643.05,2023-01-06 10:00:00,NFO,29-MAR-2023,643.05,636.65,639.65,450,Options,Call,NIFTY,17900.0,150
630.0,2023-01-06 10:30:00,NFO,29-MAR-2023,630.0,626.2,630.0,500,Options,Call,NIFTY,17900.0,200
621.0,2023-01-06 11:00:00,NFO,29-MAR-2023,621.0,618.35,619.25,600,Options,Call,NIFTY,17900.0,150
632.55,2023-01-06 11:30:00,NFO,29-MAR-2023,632.55,614.65,615.0,600,Options,Call,NIFTY,17900.0,250
610.0,2023-01-06 12:30:00,NFO,29-MAR-2023,610.0,610.0,610.0,600,Options,Call,NIFTY,17900.0,100
565.3,2023-01-06 13:00:00,NFO,29-MAR-2023,579.7,565.3,579.7,700,Options,Call,NIFTY,17900.0,350
566.0,2023-01-06 13:30:00,NFO,29-MAR-2023,566.65,566.0,566.65,700,Options,Call,NIFTY,17900.0,100
563.9,2023-01-06 14:00:00,NFO,29-MAR-2023,580.35,563.9,580.35,700,Options,Call,NIFTY,17900.0,650
574.85,2023-01-06 14:30:00,NFO,29-MAR-2023,576.0,574.85,576.0,1050,Options,Call,NIFTY,17900.0,100
589.85,2023-01-06 15:00:00,NFO,29-MAR-2023,589.85,584.9,584.9,1050,Options,Call,NIFTY,17900.0,300
625.0,2023-01-09 09:00:00,NFO,29-MAR-2023,625.0,625.0,625.0,1100,Options,Call,NIFTY,17900.0,50
675.0,2023-01-09 09:30:00,NFO,29-MAR-2023,675.0,675.0,675.0,1050,Options,Call,NIFTY,17900.0,100
712.05,2023-01-09 10:00:00,NFO,29-MAR-2023,712.05,712.05,712.05,1050,Options,Call,NIFTY,17900.0,100
737.0,2023-01-09 11:30:00,NFO,29-MAR-2023,737.0,725.05,725.4,1050,Options,Call,NIFTY,17900.0,200
