close,datetime,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
400.0,2022-02-02 11:30:00,NFO,28-APR-2022,400.0,400.0,400.0,0,Options,Call,NIFTY,18200.0,50
400.05,2022-02-02 14:00:00,NFO,28-APR-2022,400.05,400.05,400.05,50,Options,Call,NIFTY,18200.0,50
390.0,2022-02-03 11:30:00,NFO,28-APR-2022,390.0,390.0,390.0,50,Options,Call,NIFTY,18200.0,50
385.0,2022-02-03 12:30:00,NFO,28-APR-2022,385.0,380.0,380.2,550,Options,Call,NIFTY,18200.0,750
357.0,2022-02-03 14:00:00,NFO,28-APR-2022,357.0,357.0,357.0,700,Options,Call,NIFTY,18200.0,250
340.0,2022-02-04 09:30:00,NFO,28-APR-2022,349.95,340.0,349.95,950,Options,Call,NIFTY,18200.0,100
326.35,2022-02-04 10:00:00,NFO,28-APR-2022,340.0,326.35,340.0,1050,Options,Call,NIFTY,18200.0,200
334.55,2022-02-04 10:30:00,NFO,28-APR-2022,334.55,329.3,329.3,1250,Options,Call,NIFTY,18200.0,250
337.8,2022-02-04 12:30:00,NFO,28-APR-2022,337.8,337.8,337.8,1250,Options,Call,NIFTY,18200.0,50
323.65,2022-02-04 15:00:00,NFO,28-APR-2022,333.9,323.65,333.9,1250,Options,Call,NIFTY,18200.0,150
292.9,2022-02-07 09:30:00,NFO,28-APR-2022,305.0,292.9,305.0,1250,Options,Call,NIFTY,18200.0,100
295.3,2022-02-07 10:00:00,NFO,28-APR-2022,295.3,295.3,295.3,1300,Options,Call,NIFTY,18200.0,50
265.95,2022-02-07 11:30:00,NFO,28-APR-2022,265.95,265.95,265.95,1300,Options,Call,NIFTY,18200.0,50
260.0,2022-02-07 12:00:00,NFO,28-APR-2022,260.0,260.0,260.0,1250,Options,Call,NIFTY,18200.0,50
250.0,2022-02-07 12:30:00,NFO,28-APR-2022,276.0,250.0,266.0,1350,Options,Call,NIFTY,18200.0,450
252.5,2022-02-07 13:00:00,NFO,28-APR-2022,263.0,252.0,252.0,1750,Options,Call,NIFTY,18200.0,300
248.0,2022-02-07 13:30:00,NFO,28-APR-2022,252.0,248.0,252.0,1800,Options,Call,NIFTY,18200.0,250
246.0,2022-02-07 14:00:00,NFO,28-APR-2022,246.0,244.55,244.55,1750,Options,Call,NIFTY,18200.0,300
228.0,2022-02-07 14:30:00,NFO,28-APR-2022,228.0,161.05,161.05,2400,Options,Call,NIFTY,18200.0,850
232.0,2022-02-07 15:00:00,NFO,28-APR-2022,238.0,232.0,238.0,2600,Options,Call,NIFTY,18200.0,300
235.6,2022-02-08 09:00:00,NFO,28-APR-2022,247.85,223.15,247.85,2850,Options,Call,NIFTY,18200.0,650
244.45,2022-02-08 09:30:00,NFO,28-APR-2022,244.45,244.45,244.45,2850,Options,Call,NIFTY,18200.0,150
210.0,2022-02-08 10:30:00,NFO,28-APR-2022,210.0,210.0,210.0,3100,Options,Call,NIFTY,18200.0,250
206.0,2022-02-08 11:00:00,NFO,28-APR-2022,210.0,201.05,201.05,3250,Options,Call,NIFTY,18200.0,650
225.0,2022-02-08 11:30:00,NFO,28-APR-2022,225.0,225.0,225.0,3300,Options,Call,NIFTY,18200.0,50
215.0,2022-02-08 14:00:00,NFO,28-APR-2022,215.0,214.0,214.0,3300,Options,Call,NIFTY,18200.0,700
