www.gocharting.com

date,open,high,low,close,volume,open_interest
"Tue Jul 18 2023 09:15:00 GMT+0530 (India Standard Time)","461.75","461.75","282","299.05","166","120",
"Tue Jul 18 2023 10:15:00 GMT+0530 (India Standard Time)","302.8","326.85","296.75","320.85","120","195",
"Tue Jul 18 2023 11:15:00 GMT+0530 (India Standard Time)","325.9","325.9","230","243.9","315","285",
"Tue Jul 18 2023 12:15:00 GMT+0530 (India Standard Time)","219.9","260","218.2","218.2","240","465",
"Tue Jul 18 2023 14:15:00 GMT+0530 (India Standard Time)","218.2","220","218.2","220","495","480",
"Wed Jul 19 2023 09:15:00 GMT+0530 (India Standard Time)","258.95","259","235.3","240","211","1005",
"Wed Jul 19 2023 10:15:00 GMT+0530 (India Standard Time)","249.9","249.9","225.1","225.1","195","1185",
"Wed Jul 19 2023 11:15:00 GMT+0530 (India Standard Time)","220","220","220","220","15","1215",
"Wed Jul 19 2023 12:15:00 GMT+0530 (India Standard Time)","220","255.1","220","255.1","240","1290",
"Wed Jul 19 2023 13:15:00 GMT+0530 (India Standard Time)","240","255","240","242.9","135","1275",
"Wed Jul 19 2023 14:15:00 GMT+0530 (India Standard Time)","253.25","268.75","227.45","252.45","720","1770",
"Thu Jul 20 2023 09:15:00 GMT+0530 (India Standard Time)","232.3","274.75","232.3","259.3","1396","2940",
"Thu Jul 20 2023 10:15:00 GMT+0530 (India Standard Time)","259","266","259","265","255","2985",
"Thu Jul 20 2023 11:15:00 GMT+0530 (India Standard Time)","257","279.8","257","279.8","615","2985",
"Thu Jul 20 2023 12:15:00 GMT+0530 (India Standard Time)","279.8","305.6","279.8","305.6","540","3000",
"Thu Jul 20 2023 13:15:00 GMT+0530 (India Standard Time)","305.6","422.9","305.6","415","7215","6045",
"Thu Jul 20 2023 14:15:00 GMT+0530 (India Standard Time)","425.5","465.2","366.5","436.85","4140","7665",
"Thu Jul 20 2023 15:15:00 GMT+0530 (India Standard Time)","427.75","434","412.15","421.8","2970","7485",
"Fri Jul 21 2023 09:15:00 GMT+0530 (India Standard Time)","421.75","527.8","403.75","418.35","12647","11850",
"Fri Jul 21 2023 10:15:00 GMT+0530 (India Standard Time)","418","421.15","396.45","408","4470","12840",
"Fri Jul 21 2023 11:15:00 GMT+0530 (India Standard Time)","414.85","417.6","375.3","389.4","5295","13995",
"Fri Jul 21 2023 12:15:00 GMT+0530 (India Standard Time)","398.3","422.6","365.05","407","7770","13365",
"Fri Jul 21 2023 13:15:00 GMT+0530 (India Standard Time)","414.55","480.3","400","423","7725","13440",
"Fri Jul 21 2023 14:15:00 GMT+0530 (India Standard Time)","437.3","437.3","354.45","396.2","13470","14805",
"Fri Jul 21 2023 15:15:00 GMT+0530 (India Standard Time)","398.75","418.7","398.75","416.75","4275","14010",
"Mon Jul 24 2023 09:15:00 GMT+0530 (India Standard Time)","390","401","350","369.3","11266","15525",
"Mon Jul 24 2023 10:15:00 GMT+0530 (India Standard Time)","370.65","431.45","368.4","394.85","16455","19200",
"Mon Jul 24 2023 11:15:00 GMT+0530 (India Standard Time)","393.6","400.9","300.1","315","20625","23550",
"Mon Jul 24 2023 12:15:00 GMT+0530 (India Standard Time)","314.4","367.85","309","344.75","6690","23670",
"Mon Jul 24 2023 13:15:00 GMT+0530 (India Standard Time)","360.8","368","310.8","317.4","9585","23880",
"Mon Jul 24 2023 14:15:00 GMT+0530 (India Standard Time)","310","346.95","298.95","304.7","11505","24570",
"Mon Jul 24 2023 15:15:00 GMT+0530 (India Standard Time)","312.65","332.2","308.25","308.25","3135","24315",
"Tue Jul 25 2023 09:15:00 GMT+0530 (India Standard Time)","348.25","349.8","300.95","321.65","11056","26445",
"Tue Jul 25 2023 10:15:00 GMT+0530 (India Standard Time)","320","320","274.65","283.9","6930","26700",
"Tue Jul 25 2023 11:15:00 GMT+0530 (India Standard Time)","284","290.65","253.65","267","6735","28350",
"Tue Jul 25 2023 12:15:00 GMT+0530 (India Standard Time)","269.95","290","260","260","6015","29280",
"Tue Jul 25 2023 13:15:00 GMT+0530 (India Standard Time)","255.5","255.7","214.05","227.75","15990","31200",
"Tue Jul 25 2023 14:15:00 GMT+0530 (India Standard Time)","231.2","280.15","231.2","260.05","13590","31770",
"Tue Jul 25 2023 15:15:00 GMT+0530 (India Standard Time)","260.75","274","260.75","262","7245","33720",
