www.gocharting.com

date,open,high,low,close,volume,open_interest
"Thu Jul 27 2023 15:15:00 GMT+0530 (India Standard Time)","1230","1230","1230","1230","16","",
"Fri Jul 28 2023 09:15:00 GMT+0530 (India Standard Time)","1170","1170","1170","1170","16","15",
"Fri Jul 28 2023 12:45:00 GMT+0530 (India Standard Time)","957.75","957.75","944.8","944.8","75","30",
"Fri Jul 28 2023 15:00:00 GMT+0530 (India Standard Time)","944.8","999","944.8","999","75","75",
"Tue Aug 01 2023 09:15:00 GMT+0530 (India Standard Time)","1104.45","1104.45","1104.45","1104.45","46","75",
"Tue Aug 01 2023 09:30:00 GMT+0530 (India Standard Time)","1107.75","1107.75","1107.75","1107.75","30","120",
"Tue Aug 01 2023 11:15:00 GMT+0530 (India Standard Time)","998.6","998.6","998.6","998.6","45","105",
"Tue Aug 01 2023 12:15:00 GMT+0530 (India Standard Time)","953.45","953.45","953.45","953.45","15","120",
"Wed Aug 02 2023 09:15:00 GMT+0530 (India Standard Time)","793.65","793.65","793.65","793.65","226","120",
"Wed Aug 02 2023 09:30:00 GMT+0530 (India Standard Time)","774.6","774.6","774.6","774.6","15","300",
"Wed Aug 02 2023 10:00:00 GMT+0530 (India Standard Time)","774.6","774.6","774.6","774.6","15","315",
"Wed Aug 02 2023 10:30:00 GMT+0530 (India Standard Time)","708.05","710","708.05","710","270","585",
"Wed Aug 02 2023 10:45:00 GMT+0530 (India Standard Time)","692.45","692.45","692.45","692.45","15","600",
"Wed Aug 02 2023 11:00:00 GMT+0530 (India Standard Time)","684.15","684.15","625.65","639.9","120","675",
"Wed Aug 02 2023 11:15:00 GMT+0530 (India Standard Time)","646","654.7","639.6","639.6","60","720",
"Wed Aug 02 2023 11:30:00 GMT+0530 (India Standard Time)","642.5","649.9","635","646.4","255","870",
"Wed Aug 02 2023 11:45:00 GMT+0530 (India Standard Time)","649.25","649.25","629.05","629.05","225","960",
"Wed Aug 02 2023 12:00:00 GMT+0530 (India Standard Time)","625","644.65","625","644","240","1035",
"Wed Aug 02 2023 12:15:00 GMT+0530 (India Standard Time)","644","646.2","635","635","210","1080",
"Wed Aug 02 2023 12:30:00 GMT+0530 (India Standard Time)","656.9","663.35","656.9","663.25","105","1065",
"Wed Aug 02 2023 12:45:00 GMT+0530 (India Standard Time)","650.1","661","610","610","330","1080",
"Wed Aug 02 2023 13:00:00 GMT+0530 (India Standard Time)","610","627.25","600","600","1335","1890",
"Wed Aug 02 2023 13:15:00 GMT+0530 (India Standard Time)","599.1","603.9","575","585.5","510","2130",
"Wed Aug 02 2023 13:30:00 GMT+0530 (India Standard Time)","561","561","518.45","518.45","105","2220",
"Wed Aug 02 2023 13:45:00 GMT+0530 (India Standard Time)","518.45","538.1","511.1","520","795","2430",
"Wed Aug 02 2023 14:00:00 GMT+0530 (India Standard Time)","510","531.6","501.95","502.9","990","2745",
"Wed Aug 02 2023 14:15:00 GMT+0530 (India Standard Time)","502","511.4","500","500","390","2895",
"Wed Aug 02 2023 14:30:00 GMT+0530 (India Standard Time)","510","534.3","510","534.3","1455","3375",
"Wed Aug 02 2023 14:45:00 GMT+0530 (India Standard Time)","534.3","558.4","533.55","549.1","390","3885",
"Wed Aug 02 2023 15:00:00 GMT+0530 (India Standard Time)","566.1","596.05","547.4","589.3","1695","4125",
"Wed Aug 02 2023 15:15:00 GMT+0530 (India Standard Time)","588","628","587.5","607","750","4170",
"Thu Aug 03 2023 09:15:00 GMT+0530 (India Standard Time)","501","600","501","580","752","4230",
"Thu Aug 03 2023 09:30:00 GMT+0530 (India Standard Time)","570","570","554.45","554.45","60","4230",
"Thu Aug 03 2023 09:45:00 GMT+0530 (India Standard Time)","556.3","574.45","556.3","574.45","45","4170",
"Thu Aug 03 2023 10:00:00 GMT+0530 (India Standard Time)","547.15","547.15","514.15","514.15","675","3900",
"Thu Aug 03 2023 10:15:00 GMT+0530 (India Standard Time)","510.55","510.55","488","488","60","4005",
"Thu Aug 03 2023 10:30:00 GMT+0530 (India Standard Time)","515","515","494.75","494.75","60","4035",
"Thu Aug 03 2023 10:45:00 GMT+0530 (India Standard Time)","501","525","493.3","520.55","375","4050",
"Thu Aug 03 2023 11:00:00 GMT+0530 (India Standard Time)","507.55","510","500.2","510","165","4140",
"Thu Aug 03 2023 11:15:00 GMT+0530 (India Standard Time)","510","510","509.6","509.6","45","4170",
"Thu Aug 03 2023 11:30:00 GMT+0530 (India Standard Time)","513.35","514.85","513.35","513.35","60","4170",
"Thu Aug 03 2023 11:45:00 GMT+0530 (India Standard Time)","490","506.1","490","506.1","960","4995",
"Thu Aug 03 2023 12:00:00 GMT+0530 (India Standard Time)","509.7","509.7","469.3","469.3","435","5130",
"Thu Aug 03 2023 12:15:00 GMT+0530 (India Standard Time)","460","463.95","419.55","419.55","645","5370",
"Thu Aug 03 2023 12:30:00 GMT+0530 (India Standard Time)","412","417.85","409","409","750","5655",
"Thu Aug 03 2023 12:45:00 GMT+0530 (India Standard Time)","405.3","405.3","378.65","378.75","1650","6105",
"Thu Aug 03 2023 13:00:00 GMT+0530 (India Standard Time)","375","396.55","370","385","1320","6105",
"Thu Aug 03 2023 13:15:00 GMT+0530 (India Standard Time)","386.8","396.7","373.8","375","705","6585",
"Thu Aug 03 2023 13:30:00 GMT+0530 (India Standard Time)","371","376.35","369.3","369.3","435","6855",
"Thu Aug 03 2023 13:45:00 GMT+0530 (India Standard Time)","363","367","331.55","331.55","840","7395",
"Thu Aug 03 2023 14:00:00 GMT+0530 (India Standard Time)","330.35","358.5","320","320","450","7350",
"Thu Aug 03 2023 14:15:00 GMT+0530 (India Standard Time)","316.6","352.3","316.6","352.3","1110","7665",
"Thu Aug 03 2023 14:30:00 GMT+0530 (India Standard Time)","353.55","382.1","349","368.7","660","7785",
"Thu Aug 03 2023 14:45:00 GMT+0530 (India Standard Time)","350","360","337.55","360","270","7650",
"Thu Aug 03 2023 15:00:00 GMT+0530 (India Standard Time)","372","374.25","335.6","370.7","1410","7665",
"Thu Aug 03 2023 15:15:00 GMT+0530 (India Standard Time)","370.7","386","283.65","283.65","8880","10080",
"Fri Aug 04 2023 09:15:00 GMT+0530 (India Standard Time)","397.9","404.85","376.45","391.2","2536","9375",
"Fri Aug 04 2023 09:30:00 GMT+0530 (India Standard Time)","395","395","325.3","325.3","1380","9960",
"Fri Aug 04 2023 09:45:00 GMT+0530 (India Standard Time)","325.3","345.9","325.3","331.55","1290","10410",
"Fri Aug 04 2023 10:00:00 GMT+0530 (India Standard Time)","333.65","365.55","328.4","364.45","840","10275",
"Fri Aug 04 2023 10:15:00 GMT+0530 (India Standard Time)","369.95","369.95","363.85","365","930","10170",
"Fri Aug 04 2023 10:30:00 GMT+0530 (India Standard Time)","359.55","389.95","344.5","389","1350","9615",
"Fri Aug 04 2023 10:45:00 GMT+0530 (India Standard Time)","401.95","401.95","386","400","1320","9570",
"Fri Aug 04 2023 11:00:00 GMT+0530 (India Standard Time)","407.35","469","407.35","460.2","1935","8910",
"Fri Aug 04 2023 11:15:00 GMT+0530 (India Standard Time)","460","567.2","460","563.05","1320","9000",
"Fri Aug 04 2023 11:30:00 GMT+0530 (India Standard Time)","557","572.8","537.75","549.35","1200","8985",
"Fri Aug 04 2023 11:45:00 GMT+0530 (India Standard Time)","550.25","586.6","550.25","558.65","2940","10635",
"Fri Aug 04 2023 12:00:00 GMT+0530 (India Standard Time)","562.25","567.95","538.6","564.3","975","10395",
"Fri Aug 04 2023 12:15:00 GMT+0530 (India Standard Time)","570","570","551.85","559.95","480","10410",
"Fri Aug 04 2023 12:30:00 GMT+0530 (India Standard Time)","550","550.85","480","504.65","9000","12780",
"Fri Aug 04 2023 12:45:00 GMT+0530 (India Standard Time)","515.05","535","505","505","555","12780",
"Fri Aug 04 2023 13:00:00 GMT+0530 (India Standard Time)","518.05","518.05","482","482","765","12765",
"Fri Aug 04 2023 13:15:00 GMT+0530 (India Standard Time)","472.75","500","434.2","434.2","405","12645",
"Fri Aug 04 2023 13:30:00 GMT+0530 (India Standard Time)","434.2","450.95","360","410","2250","12435",
"Fri Aug 04 2023 13:45:00 GMT+0530 (India Standard Time)","420.15","420.15","387.2","387.2","1275","12660",
"Fri Aug 04 2023 14:00:00 GMT+0530 (India Standard Time)","375","406.6","375","406.6","630","12555",
"Fri Aug 04 2023 14:15:00 GMT+0530 (India Standard Time)","409","430","399.7","406.2","240","12510",
"Fri Aug 04 2023 14:30:00 GMT+0530 (India Standard Time)","412.4","458","405","439.5","1725","12405",
"Fri Aug 04 2023 14:45:00 GMT+0530 (India Standard Time)","451","468","431.25","457","1740","12630",
"Fri Aug 04 2023 15:00:00 GMT+0530 (India Standard Time)","456.3","478.35","414","472.7","1680","12525",
"Fri Aug 04 2023 15:15:00 GMT+0530 (India Standard Time)","470","475.7","440.35","441.85","2535","12555",
"Mon Aug 07 2023 09:15:00 GMT+0530 (India Standard Time)","488.95","498","432.15","451.4","4187","11790",
"Mon Aug 07 2023 09:30:00 GMT+0530 (India Standard Time)","437.95","496.85","416.5","489","6705","14370",
"Mon Aug 07 2023 09:45:00 GMT+0530 (India Standard Time)","502.05","509.1","450","453.7","1290","14535",
"Mon Aug 07 2023 10:00:00 GMT+0530 (India Standard Time)","453.7","474","433.05","462.1","1155","14640",
"Mon Aug 07 2023 10:15:00 GMT+0530 (India Standard Time)","458.65","493.75","454.65","480.4","675","15000",
"Mon Aug 07 2023 10:30:00 GMT+0530 (India Standard Time)","485.05","485.05","460","469","510","15180",
"Mon Aug 07 2023 10:45:00 GMT+0530 (India Standard Time)","463","465","405","412","3255","14940",
"Mon Aug 07 2023 11:00:00 GMT+0530 (India Standard Time)","419","430.4","409.05","418","1830","15570",
"Mon Aug 07 2023 11:15:00 GMT+0530 (India Standard Time)","418","456","418","452.5","570","15525",
"Mon Aug 07 2023 11:30:00 GMT+0530 (India Standard Time)","421.55","444.35","416.7","444.35","780","15525",
"Mon Aug 07 2023 11:45:00 GMT+0530 (India Standard Time)","439.25","452.5","439.25","452.5","750","15645",
"Mon Aug 07 2023 12:00:00 GMT+0530 (India Standard Time)","444.8","449.4","440","440","165","15645",
"Mon Aug 07 2023 12:15:00 GMT+0530 (India Standard Time)","432.2","455","432.2","455","450","15825",
"Mon Aug 07 2023 12:30:00 GMT+0530 (India Standard Time)","470","470.25","446.95","448.4","1425","16200",
"Mon Aug 07 2023 12:45:00 GMT+0530 (India Standard Time)","456.7","460","446.5","446.5","825","16440",
"Mon Aug 07 2023 13:00:00 GMT+0530 (India Standard Time)","445.65","445.65","438.9","438.9","330","16395",
"Mon Aug 07 2023 13:15:00 GMT+0530 (India Standard Time)","460","493.1","450","493.1","2025","15765",
"Mon Aug 07 2023 13:30:00 GMT+0530 (India Standard Time)","484.65","495.55","469.95","486.45","975","15180",
"Mon Aug 07 2023 13:45:00 GMT+0530 (India Standard Time)","485.95","485.95","452","452","330","15150",
"Mon Aug 07 2023 14:00:00 GMT+0530 (India Standard Time)","452.7","453.15","412.5","424.1","1365","15180",
"Mon Aug 07 2023 14:15:00 GMT+0530 (India Standard Time)","424.1","440.35","405.95","428.7","840","15225",
"Mon Aug 07 2023 14:30:00 GMT+0530 (India Standard Time)","440","440","420","435.7","3555","14760",
"Mon Aug 07 2023 14:45:00 GMT+0530 (India Standard Time)","433.45","439.4","415","425.4","1065","14010",
"Mon Aug 07 2023 15:00:00 GMT+0530 (India Standard Time)","409.1","431.6","405.95","420.75","1260","14160",
"Mon Aug 07 2023 15:15:00 GMT+0530 (India Standard Time)","422.3","423.85","410","410","2205","14310",
"Tue Aug 08 2023 09:15:00 GMT+0530 (India Standard Time)","449","449.05","403.55","423.15","1592","14340",
"Tue Aug 08 2023 09:30:00 GMT+0530 (India Standard Time)","435.75","435.75","412.5","413.05","720","14475",
"Tue Aug 08 2023 09:45:00 GMT+0530 (India Standard Time)","416.15","425","405","425","405","14685",
"Tue Aug 08 2023 10:00:00 GMT+0530 (India Standard Time)","425","456.9","425","443.1","765","14730",
"Tue Aug 08 2023 10:15:00 GMT+0530 (India Standard Time)","448.2","500","441","485.3","4140","15000",
