www.gocharting.com

date,open,high,low,close,volume,open_interest
"Thu Jul 20 2023 10:45:00 GMT+0530 (India Standard Time)","533.95","533.95","465","465","32","",
"Thu Jul 20 2023 11:00:00 GMT+0530 (India Standard Time)","450.6","454.55","447.6","447.6","795","675",
"Thu Jul 20 2023 11:15:00 GMT+0530 (India Standard Time)","447.6","453.5","447.6","453.5","60","855",
"Thu Jul 20 2023 11:30:00 GMT+0530 (India Standard Time)","451.85","456.4","451.85","455.8","390","1200",
"Thu Jul 20 2023 11:45:00 GMT+0530 (India Standard Time)","462.1","462.1","462.1","462.1","225","1260",
"Thu Jul 20 2023 12:00:00 GMT+0530 (India Standard Time)","459.15","490.4","455.85","481","1230","2160",
"Thu Jul 20 2023 12:30:00 GMT+0530 (India Standard Time)","488.4","502.6","488.4","502.6","45","2235",
"Thu Jul 20 2023 12:45:00 GMT+0530 (India Standard Time)","499","499","499","499","45","2250",
"Thu Jul 20 2023 13:00:00 GMT+0530 (India Standard Time)","491","511.05","491","504.65","225","2280",
"Thu Jul 20 2023 13:15:00 GMT+0530 (India Standard Time)","538.55","580.65","538.55","575","1530","2655",
"Thu Jul 20 2023 13:30:00 GMT+0530 (India Standard Time)","566","594.35","534.6","548.65","4305","5505",
"Thu Jul 20 2023 13:45:00 GMT+0530 (India Standard Time)","545.55","610","545.55","610","540","5820",
"Thu Jul 20 2023 14:00:00 GMT+0530 (India Standard Time)","610.45","685","610.45","670.75","4050","8325",
"Thu Jul 20 2023 14:15:00 GMT+0530 (India Standard Time)","670","718.1","665","715.8","1170","8760",
"Thu Jul 20 2023 14:30:00 GMT+0530 (India Standard Time)","703.45","715","632","632","3270","8115",
"Thu Jul 20 2023 14:45:00 GMT+0530 (India Standard Time)","625.25","625.25","595.2","617.65","1440","7710",
"Thu Jul 20 2023 15:00:00 GMT+0530 (India Standard Time)","628","681","628","681","315","7830",
"Thu Jul 20 2023 15:15:00 GMT+0530 (India Standard Time)","670.65","686.5","659.85","659.85","4965","10620",
"Fri Jul 21 2023 09:15:00 GMT+0530 (India Standard Time)","626.8","803","626.8","750","8162","14220",
"Fri Jul 21 2023 09:30:00 GMT+0530 (India Standard Time)","758","761.9","650","680.1","4245","14880",
"Fri Jul 21 2023 09:45:00 GMT+0530 (India Standard Time)","664.25","718.95","657.6","692.25","5655","18945",
"Fri Jul 21 2023 10:00:00 GMT+0530 (India Standard Time)","692.25","700","640.05","674.3","5235","19845",
"Fri Jul 21 2023 10:15:00 GMT+0530 (India Standard Time)","664.1","668.9","634.6","650","2250","20835",
"Fri Jul 21 2023 10:30:00 GMT+0530 (India Standard Time)","659.15","664.15","631.55","652.8","1680","21420",
"Fri Jul 21 2023 10:45:00 GMT+0530 (India Standard Time)","660.8","664.8","640","661.8","1530","21855",
"Fri Jul 21 2023 11:00:00 GMT+0530 (India Standard Time)","651.8","667.7","647","651.8","3315","22920",
"Fri Jul 21 2023 11:15:00 GMT+0530 (India Standard Time)","655","670","642.65","648.15","1035","22830",
"Fri Jul 21 2023 11:30:00 GMT+0530 (India Standard Time)","645","660.95","633.6","660.95","885","22620",
"Fri Jul 21 2023 11:45:00 GMT+0530 (India Standard Time)","661","661","638.4","640.05","420","22575",
"Fri Jul 21 2023 12:00:00 GMT+0530 (India Standard Time)","640.05","640.05","608.4","637.3","1260","22680",
"Fri Jul 21 2023 12:15:00 GMT+0530 (India Standard Time)","632.3","639","594.6","597.6","2745","23025",
"Fri Jul 21 2023 12:30:00 GMT+0530 (India Standard Time)","601.95","620.45","599.2","615.8","2475","23235",
"Fri Jul 21 2023 12:45:00 GMT+0530 (India Standard Time)","614.25","653.5","614.25","649.5","2400","22455",
