www.gocharting.com

date,open,high,low,close,volume,open_interest
"Wed Jul 26 2023 09:20:00 GMT+0530 (India Standard Time)","720","720","720","720","31","",
"Wed Jul 26 2023 10:15:00 GMT+0530 (India Standard Time)","469.75","469.75","469.75","469.75","15","30",
"Wed Jul 26 2023 12:35:00 GMT+0530 (India Standard Time)","459.75","459.75","459.75","459.75","15","45",
"Wed Jul 26 2023 14:50:00 GMT+0530 (India Standard Time)","459.75","459.75","459.75","459.75","15","60",
"Wed Jul 26 2023 14:55:00 GMT+0530 (India Standard Time)","499.15","499.15","499.15","499.15","510","60",
"Wed Jul 26 2023 15:05:00 GMT+0530 (India Standard Time)","495.4","495.4","495.4","495.4","15","570",
"Wed Jul 26 2023 15:10:00 GMT+0530 (India Standard Time)","490.4","490.4","490.4","490.4","675","585",
"Wed Jul 26 2023 15:15:00 GMT+0530 (India Standard Time)","490.25","492","489.1","492","315","1140",
"Wed Jul 26 2023 15:20:00 GMT+0530 (India Standard Time)","504.5","504.5","491.5","492.5","135","1170",
"Wed Jul 26 2023 15:25:00 GMT+0530 (India Standard Time)","488.35","488.55","488.35","488.55","45","1125",
"Thu Jul 27 2023 09:15:00 GMT+0530 (India Standard Time)","534.4","534.4","534.3","534.35","573","1080",
"Thu Jul 27 2023 09:45:00 GMT+0530 (India Standard Time)","553","553","553","553","75","855",
"Thu Jul 27 2023 09:50:00 GMT+0530 (India Standard Time)","549.15","549.15","549.15","549.15","30","900",
"Thu Jul 27 2023 09:55:00 GMT+0530 (India Standard Time)","540","540","540","540","15","930",
"Thu Jul 27 2023 10:00:00 GMT+0530 (India Standard Time)","551.65","551.65","551.65","551.65","15","930",
"Thu Jul 27 2023 10:15:00 GMT+0530 (India Standard Time)","575.15","575.15","575.15","575.15","45","930",
"Thu Jul 27 2023 10:20:00 GMT+0530 (India Standard Time)","567","567","567","567","30","945",
"Thu Jul 27 2023 10:25:00 GMT+0530 (India Standard Time)","561.5","589.85","561.5","589.85","45","975",
"Thu Jul 27 2023 10:40:00 GMT+0530 (India Standard Time)","589.85","589.85","589.85","589.85","15","975",
"Thu Jul 27 2023 10:55:00 GMT+0530 (India Standard Time)","502.45","502.45","502.45","502.45","30","975",
