www.gocharting.com

date,open,high,low,close,volume,open_interest
"Fri Jul 21 2023 11:15:00 GMT+0530 (India Standard Time)","786.25","786.25","786.25","786.25","16","",
"Fri Jul 21 2023 12:15:00 GMT+0530 (India Standard Time)","712","753.5","690.6","745","225","225",
"Fri Jul 21 2023 13:15:00 GMT+0530 (India Standard Time)","769.8","780","755","755","135","300",
"Fri Jul 21 2023 14:15:00 GMT+0530 (India Standard Time)","719.2","753.2","719.2","753.2","60","330",
"Fri Jul 21 2023 15:15:00 GMT+0530 (India Standard Time)","732.35","746.1","732.35","746.1","75","330",
"Mon Jul 24 2023 09:15:00 GMT+0530 (India Standard Time)","745","750.2","681.05","707.8","1291","1200",
"Mon Jul 24 2023 10:15:00 GMT+0530 (India Standard Time)","712.65","777.4","712.65","746.4","165","1125",
"Mon Jul 24 2023 11:15:00 GMT+0530 (India Standard Time)","748.05","759","607","620","1155","1785",
"Mon Jul 24 2023 12:15:00 GMT+0530 (India Standard Time)","631.85","710","613.2","681.75","1995","2940",
"Mon Jul 24 2023 13:15:00 GMT+0530 (India Standard Time)","696.8","701.75","636.15","636.15","135","2970",
"Mon Jul 24 2023 14:15:00 GMT+0530 (India Standard Time)","623.15","680","610","639.5","930","3030",
"Mon Jul 24 2023 15:15:00 GMT+0530 (India Standard Time)","639.5","648","636","648","315","2970",
"Tue Jul 25 2023 09:15:00 GMT+0530 (India Standard Time)","689.95","690","618","656","811","3090",
"Tue Jul 25 2023 10:15:00 GMT+0530 (India Standard Time)","647","647","580","597.5","765","3540",
"Tue Jul 25 2023 11:15:00 GMT+0530 (India Standard Time)","590","599.6","537.45","537.45","2010","4680",
"Tue Jul 25 2023 12:15:00 GMT+0530 (India Standard Time)","575.3","602.6","570","593.05","165","4665",
"Tue Jul 25 2023 13:15:00 GMT+0530 (India Standard Time)","540","540","474.55","487.2","5685","8250",
"Tue Jul 25 2023 14:15:00 GMT+0530 (India Standard Time)","518.55","596","518.55","567.5","4065","6240",
"Tue Jul 25 2023 15:15:00 GMT+0530 (India Standard Time)","569.05","592.7","559.4","559.4","750","5790",
"Wed Jul 26 2023 09:15:00 GMT+0530 (India Standard Time)","557","600.15","533.15","600.15","1006","5865",
"Wed Jul 26 2023 10:15:00 GMT+0530 (India Standard Time)","600.35","610","564.8","570.1","1020","6195",
"Wed Jul 26 2023 11:15:00 GMT+0530 (India Standard Time)","563.5","606.85","563.5","606.85","11790","16305",
"Wed Jul 26 2023 12:15:00 GMT+0530 (India Standard Time)","600.35","618.65","597.95","597.95","555","16275",
"Wed Jul 26 2023 13:15:00 GMT+0530 (India Standard Time)","610","636.8","586.15","611.15","1740","16710",
"Wed Jul 26 2023 14:15:00 GMT+0530 (India Standard Time)","620.15","653.95","582.4","638.1","2130","16365",
"Wed Jul 26 2023 15:15:00 GMT+0530 (India Standard Time)","631.05","641.95","628.35","628.35","390","16455",
"Thu Jul 27 2023 09:15:00 GMT+0530 (India Standard Time)","674.25","730.2","674.25","728","2926","15600",
"Thu Jul 27 2023 10:15:00 GMT+0530 (India Standard Time)","728","753.05","645.7","653","1755","16170",
"Thu Jul 27 2023 11:15:00 GMT+0530 (India Standard Time)","635.95","635.95","555.85","555.85","13875","13755",
"Thu Jul 27 2023 12:15:00 GMT+0530 (India Standard Time)","555.85","570","517.75","563.75","2850","13020",
"Thu Jul 27 2023 13:15:00 GMT+0530 (India Standard Time)","568","577.3","522.05","554.4","2445","11925",
"Thu Jul 27 2023 14:15:00 GMT+0530 (India Standard Time)","555","559.4","463","492.85","5895","14130",
"Thu Jul 27 2023 15:15:00 GMT+0530 (India Standard Time)","498.95","516.45","495","516.45","540","14160",
"Fri Jul 28 2023 09:15:00 GMT+0530 (India Standard Time)","524.95","524.95","331","331.6","10186","15975",
"Fri Jul 28 2023 10:15:00 GMT+0530 (India Standard Time)","332","352.85","320","342.85","2805","16545",
"Fri Jul 28 2023 11:15:00 GMT+0530 (India Standard Time)","331.05","335.5","307.25","307.25","3000","17190",
"Fri Jul 28 2023 12:15:00 GMT+0530 (India Standard Time)","315.7","325","304.4","314","5055","17565",
"Fri Jul 28 2023 13:15:00 GMT+0530 (India Standard Time)","311.35","312.5","269.9","290.5","9615","20985",
"Fri Jul 28 2023 14:15:00 GMT+0530 (India Standard Time)","285.7","338","276.2","331.85","8355","19950",
"Fri Jul 28 2023 15:15:00 GMT+0530 (India Standard Time)","335","338.5","305.4","318.1","6480","21060",
"Mon Jul 31 2023 09:15:00 GMT+0530 (India Standard Time)","330.45","338.7","291.55","322","6962","23295",
"Mon Jul 31 2023 10:15:00 GMT+0530 (India Standard Time)","323","348.6","300","340","3945","23955",
"Mon Jul 31 2023 11:15:00 GMT+0530 (India Standard Time)","340","346.55","327.45","343","2250","24975",
"Mon Jul 31 2023 12:15:00 GMT+0530 (India Standard Time)","331.3","349.55","316.25","343","3525","25305",
"Mon Jul 31 2023 13:15:00 GMT+0530 (India Standard Time)","343","363","334.05","347.75","5490","22935",
"Mon Jul 31 2023 14:15:00 GMT+0530 (India Standard Time)","347.7","371.5","340","355.1","4545","",
"Mon Jul 31 2023 15:15:00 GMT+0530 (India Standard Time)","355","362.5","352.7","359.5","1695","24390",
"Tue Aug 01 2023 09:15:00 GMT+0530 (India Standard Time)","369","381.95","340.85","354.6","4606","25395",
"Tue Aug 01 2023 10:15:00 GMT+0530 (India Standard Time)","351.4","351.4","300","301.65","5715","26925",
"Tue Aug 01 2023 11:15:00 GMT+0530 (India Standard Time)","302.8","310.25","290.1","295.7","2565","27195",
"Tue Aug 01 2023 12:15:00 GMT+0530 (India Standard Time)","295.7","297.45","262.3","282.2","5235","29430",
