www.gocharting.com,,,,,,
,,,,,,
date,open,high,low,close,volume,open_interest
Wed Aug 02 2023 12:00:00 GMT+0530 (India Standard Time),625,625,625,625,150,975
Wed Aug 02 2023 12:05:00 GMT+0530 (India Standard Time),637.4,644.65,637.4,644,90,1035
Wed Aug 02 2023 12:15:00 GMT+0530 (India Standard Time),644,644,644,644,30,1035
Wed Aug 02 2023 12:20:00 GMT+0530 (India Standard Time),646.2,646.2,635,642.75,105,1095
Wed Aug 02 2023 12:25:00 GMT+0530 (India Standard Time),635,635,635,635,75,1080
Wed Aug 02 2023 12:35:00 GMT+0530 (India Standard Time),656.9,660,656.9,660,45,1065
Wed Aug 02 2023 12:40:00 GMT+0530 (India Standard Time),659.6,663.35,659.6,663.25,60,1065
Wed Aug 02 2023 12:45:00 GMT+0530 (India Standard Time),650.1,650.1,650.1,650.1,30,1035
Wed Aug 02 2023 12:50:00 GMT+0530 (India Standard Time),661,661,626.15,626.15,195,1005
Wed Aug 02 2023 12:55:00 GMT+0530 (India Standard Time),610,610,610,610,105,1080
Wed Aug 02 2023 13:00:00 GMT+0530 (India Standard Time),610,620,610,620,585,1425
Wed Aug 02 2023 13:05:00 GMT+0530 (India Standard Time),620,627.25,620,622.7,615,1815
Wed Aug 02 2023 13:10:00 GMT+0530 (India Standard Time),622.7,622.7,600,600,135,1890
Wed Aug 02 2023 13:15:00 GMT+0530 (India Standard Time),599.1,603.9,576.75,603.9,315,2070
Wed Aug 02 2023 13:20:00 GMT+0530 (India Standard Time),580,580,580,580,30,2130
Wed Aug 02 2023 13:25:00 GMT+0530 (India Standard Time),575,585.5,575,585.5,165,2130
Wed Aug 02 2023 13:35:00 GMT+0530 (India Standard Time),561,561,561,561,15,2205
Wed Aug 02 2023 13:40:00 GMT+0530 (India Standard Time),550.15,550.15,518.45,518.45,90,2220
Wed Aug 02 2023 13:45:00 GMT+0530 (India Standard Time),518.45,518.45,511.1,511.1,195,2235
Wed Aug 02 2023 13:50:00 GMT+0530 (India Standard Time),528,538.1,525,525,405,2565
Wed Aug 02 2023 13:55:00 GMT+0530 (India Standard Time),526,526,520,520,195,2430
Wed Aug 02 2023 14:00:00 GMT+0530 (India Standard Time),510,510,510,510,30,2565
Wed Aug 02 2023 14:05:00 GMT+0530 (India Standard Time),520,531.6,520,523.9,150,2595
Wed Aug 02 2023 14:10:00 GMT+0530 (India Standard Time),525,525,501.95,502.9,810,2745
Wed Aug 02 2023 14:20:00 GMT+0530 (India Standard Time),502,511.4,502,505,195,2880
Wed Aug 02 2023 14:25:00 GMT+0530 (India Standard Time),504,504,500,500,195,2895
Wed Aug 02 2023 14:30:00 GMT+0530 (India Standard Time),510,528.6,510,522.2,510,3045
Wed Aug 02 2023 14:35:00 GMT+0530 (India Standard Time),515,530,515,530,255,3420
Wed Aug 02 2023 14:40:00 GMT+0530 (India Standard Time),533,534.3,530,534.3,690,3375
Wed Aug 02 2023 14:45:00 GMT+0530 (India Standard Time),534.3,550.05,533.55,533.55,330,3765
Wed Aug 02 2023 14:50:00 GMT+0530 (India Standard Time),558.4,558.4,550,550,45,3855
Wed Aug 02 2023 14:55:00 GMT+0530 (India Standard Time),549.1,549.1,549.1,549.1,15,3885
Wed Aug 02 2023 15:00:00 GMT+0530 (India Standard Time),566.1,566.1,560,560,675,3960
Wed Aug 02 2023 15:05:00 GMT+0530 (India Standard Time),550,555,547.4,547.4,390,3810
Wed Aug 02 2023 15:10:00 GMT+0530 (India Standard Time),560,596.05,560,589.3,630,4125
Wed Aug 02 2023 15:15:00 GMT+0530 (India Standard Time),588,609.95,587.5,609.95,135,4185
Wed Aug 02 2023 15:20:00 GMT+0530 (India Standard Time),625,628,617.95,617.95,150,4200
Wed Aug 02 2023 15:25:00 GMT+0530 (India Standard Time),617.7,617.7,606.5,607,465,4170
Thu Aug 03 2023 09:15:00 GMT+0530 (India Standard Time),501,550,501,550,152,4440
Thu Aug 03 2023 09:20:00 GMT+0530 (India Standard Time),562.05,600,562.05,600,465,4125
Thu Aug 03 2023 09:25:00 GMT+0530 (India Standard Time),600,600,580,580,135,4230
Thu Aug 03 2023 09:30:00 GMT+0530 (India Standard Time),570,570,570,570,30,4230
Thu Aug 03 2023 09:35:00 GMT+0530 (India Standard Time),554.45,554.45,554.45,554.45,30,4230
Thu Aug 03 2023 09:45:00 GMT+0530 (India Standard Time),556.3,556.3,556.3,556.3,15,4200
Thu Aug 03 2023 09:50:00 GMT+0530 (India Standard Time),574.45,574.45,574.45,574.45,15,4185
Thu Aug 03 2023 09:55:00 GMT+0530 (India Standard Time),574.45,574.45,574.45,574.45,15,4170
Thu Aug 03 2023 10:00:00 GMT+0530 (India Standard Time),547.15,547.15,547,547,105,4125
Thu Aug 03 2023 10:05:00 GMT+0530 (India Standard Time),540,540,514.55,515,405,3810
Thu Aug 03 2023 10:10:00 GMT+0530 (India Standard Time),515,519.3,514.15,514.15,165,3900
Thu Aug 03 2023 10:15:00 GMT+0530 (India Standard Time),510.55,510.55,510.55,510.55,15,3975
Thu Aug 03 2023 10:20:00 GMT+0530 (India Standard Time),510.55,510.55,510.55,510.55,15,3990
Thu Aug 03 2023 10:25:00 GMT+0530 (India Standard Time),488,488,488,488,30,4005
Thu Aug 03 2023 10:30:00 GMT+0530 (India Standard Time),515,515,515,515,45,4020
Thu Aug 03 2023 10:35:00 GMT+0530 (India Standard Time),494.75,494.75,494.75,494.75,15,4035
Thu Aug 03 2023 10:45:00 GMT+0530 (India Standard Time),501,501,493.3,493.3,30,4035
Thu Aug 03 2023 10:50:00 GMT+0530 (India Standard Time),507.5,507.5,507.5,507.5,15,4035
Thu Aug 03 2023 10:55:00 GMT+0530 (India Standard Time),522.75,525,520.55,520.55,330,4050
Thu Aug 03 2023 11:00:00 GMT+0530 (India Standard Time),507.55,507.55,500.2,500.2,135,4065
Thu Aug 03 2023 11:10:00 GMT+0530 (India Standard Time),510,510,510,510,30,4140
Thu Aug 03 2023 11:15:00 GMT+0530 (India Standard Time),510,510,510,510,30,4140
Thu Aug 03 2023 11:25:00 GMT+0530 (India Standard Time),509.6,509.6,509.6,509.6,15,4170
Thu Aug 03 2023 11:30:00 GMT+0530 (India Standard Time),513.35,514.85,513.35,513.35,60,4170
Thu Aug 03 2023 11:50:00 GMT+0530 (India Standard Time),490,490,490,490,915,4215
Thu Aug 03 2023 11:55:00 GMT+0530 (India Standard Time),506.1,506.1,506.1,506.1,45,4995
Thu Aug 03 2023 12:00:00 GMT+0530 (India Standard Time),509.7,509.7,488.2,488.2,75,5025
Thu Aug 03 2023 12:05:00 GMT+0530 (India Standard Time),482.3,500.1,481.35,492.6,150,5115
Thu Aug 03 2023 12:10:00 GMT+0530 (India Standard Time),493.55,493.55,469.3,469.3,210,5130
Thu Aug 03 2023 12:15:00 GMT+0530 (India Standard Time),460,463.95,456.9,460,135,5235
Thu Aug 03 2023 12:20:00 GMT+0530 (India Standard Time),455.95,455.95,437.4,437.4,435,5355
Thu Aug 03 2023 12:25:00 GMT+0530 (India Standard Time),420.5,422.9,419.55,419.55,75,5370
Thu Aug 03 2023 12:30:00 GMT+0530 (India Standard Time),412,417.85,412,417.85,90,5355
Thu Aug 03 2023 12:35:00 GMT+0530 (India Standard Time),416,416,410.6,411.5,555,5535
Thu Aug 03 2023 12:40:00 GMT+0530 (India Standard Time),414,414,409,409,105,5655
Thu Aug 03 2023 12:45:00 GMT+0530 (India Standard Time),405.3,405.3,388.05,396.3,1185,5760
Thu Aug 03 2023 12:50:00 GMT+0530 (India Standard Time),400.35,404.05,395,399.65,315,6015
Thu Aug 03 2023 12:55:00 GMT+0530 (India Standard Time),392.7,392.7,378.65,378.75,150,6105
Thu Aug 03 2023 13:00:00 GMT+0530 (India Standard Time),375,380.35,370,380.35,885,6150
Thu Aug 03 2023 13:05:00 GMT+0530 (India Standard Time),391.85,396.55,383,383,225,6105
Thu Aug 03 2023 13:10:00 GMT+0530 (India Standard Time),392.1,392.1,385,385,210,6105
Thu Aug 03 2023 13:15:00 GMT+0530 (India Standard Time),386.8,396.7,383.3,383.3,90,6135
Thu Aug 03 2023 13:20:00 GMT+0530 (India Standard Time),373.8,373.8,373.8,373.8,210,6135
Thu Aug 03 2023 13:25:00 GMT+0530 (India Standard Time),374.4,380.75,374.4,375,405,6585
Thu Aug 03 2023 13:30:00 GMT+0530 (India Standard Time),371,376.35,369.3,369.3,345,6660
Thu Aug 03 2023 13:40:00 GMT+0530 (India Standard Time),369.3,374.7,369.3,369.3,90,6855
Thu Aug 03 2023 13:45:00 GMT+0530 (India Standard Time),363,363,350,350,345,7110
Thu Aug 03 2023 13:50:00 GMT+0530 (India Standard Time),356.1,367,356.1,367,300,7260
Thu Aug 03 2023 13:55:00 GMT+0530 (India Standard Time),350,350,331.55,331.55,195,7395
Thu Aug 03 2023 14:00:00 GMT+0530 (India Standard Time),330.35,358.5,330.35,337.25,360,7305
Thu Aug 03 2023 14:05:00 GMT+0530 (India Standard Time),325,325,324.65,324.65,60,7350
Thu Aug 03 2023 14:10:00 GMT+0530 (India Standard Time),321.35,321.35,320,320,30,7350
Thu Aug 03 2023 14:15:00 GMT+0530 (India Standard Time),316.6,330.4,316.6,330.4,570,7650
Thu Aug 03 2023 14:20:00 GMT+0530 (India Standard Time),340,345.55,340,345.55,165,7650
Thu Aug 03 2023 14:25:00 GMT+0530 (India Standard Time),335.2,352.3,330,352.3,375,7665
Thu Aug 03 2023 14:30:00 GMT+0530 (India Standard Time),353.55,364.2,353.55,364.2,45,7725
Thu Aug 03 2023 14:35:00 GMT+0530 (India Standard Time),349,369.7,349,369.7,270,7695
Thu Aug 03 2023 14:40:00 GMT+0530 (India Standard Time),382.1,382.1,368.7,368.7,345,7785
Thu Aug 03 2023 14:50:00 GMT+0530 (India Standard Time),350,350,337.55,337.55,90,7635
Thu Aug 03 2023 14:55:00 GMT+0530 (India Standard Time),359.55,360,356.5,360,180,7650
Thu Aug 03 2023 15:00:00 GMT+0530 (India Standard Time),372,374.25,354.75,354.75,390,7545
Thu Aug 03 2023 15:05:00 GMT+0530 (India Standard Time),354,354,335.6,352.85,630,7620
Thu Aug 03 2023 15:10:00 GMT+0530 (India Standard Time),352.35,370.7,352.35,370.7,390,7665
Thu Aug 03 2023 15:15:00 GMT+0530 (India Standard Time),370.7,386,370,370,1965,7725
Thu Aug 03 2023 15:20:00 GMT+0530 (India Standard Time),378.25,381.4,360,360.95,3120,10290
Thu Aug 03 2023 15:25:00 GMT+0530 (India Standard Time),364.7,376.9,283.65,283.65,3795,10080
Fri Aug 04 2023 09:15:00 GMT+0530 (India Standard Time),397.9,404.85,376.45,400,1381,9915
Fri Aug 04 2023 09:20:00 GMT+0530 (India Standard Time),401.95,401.95,380.4,393.7,480,9675
Fri Aug 04 2023 09:25:00 GMT+0530 (India Standard Time),392.25,403.1,384,391.2,675,9375
Fri Aug 04 2023 09:30:00 GMT+0530 (India Standard Time),395,395,380,380,90,9375
Fri Aug 04 2023 09:35:00 GMT+0530 (India Standard Time),375.7,375.7,345.65,348.95,210,9480
Fri Aug 04 2023 09:40:00 GMT+0530 (India Standard Time),340,340,325.3,325.3,1080,9960
Fri Aug 04 2023 09:45:00 GMT+0530 (India Standard Time),325.3,325.3,325.3,325.3,15,9990
Fri Aug 04 2023 09:50:00 GMT+0530 (India Standard Time),333.3,333.3,332,332,45,10020
Fri Aug 04 2023 09:55:00 GMT+0530 (India Standard Time),345.9,345.9,331.55,331.55,1230,10410
Fri Aug 04 2023 10:00:00 GMT+0530 (India Standard Time),333.65,338.25,328.4,338.25,705,10080
Fri Aug 04 2023 10:10:00 GMT+0530 (India Standard Time),365.55,365.55,355,364.45,135,10275
Fri Aug 04 2023 10:15:00 GMT+0530 (India Standard Time),369.95,369.95,365.2,366.05,360,10245
Fri Aug 04 2023 10:20:00 GMT+0530 (India Standard Time),363.85,369.45,363.85,369.45,555,10245
Fri Aug 04 2023 10:25:00 GMT+0530 (India Standard Time),365,365,365,365,15,10170
Fri Aug 04 2023 10:30:00 GMT+0530 (India Standard Time),359.55,364.8,356.05,364.8,210,10185
Fri Aug 04 2023 10:35:00 GMT+0530 (India Standard Time),362.85,365,344.5,365,1080,9615
Fri Aug 04 2023 10:40:00 GMT+0530 (India Standard Time),375,389.95,375,389,60,9615
Fri Aug 04 2023 10:45:00 GMT+0530 (India Standard Time),401.95,401.95,390,390,840,9720
Fri Aug 04 2023 10:50:00 GMT+0530 (India Standard Time),390.05,390.05,386,386,75,9615
Fri Aug 04 2023 10:55:00 GMT+0530 (India Standard Time),390.15,400,390.15,400,405,9570
Fri Aug 04 2023 11:00:00 GMT+0530 (India Standard Time),407.35,429.95,407.35,429.95,765,9465
Fri Aug 04 2023 11:05:00 GMT+0530 (India Standard Time),435,447.9,428.45,439.45,600,8925
Fri Aug 04 2023 11:10:00 GMT+0530 (India Standard Time),445.45,469,445.45,460.2,570,8910
Fri Aug 04 2023 11:15:00 GMT+0530 (India Standard Time),460,518.2,460,518.2,570,8970
Fri Aug 04 2023 11:20:00 GMT+0530 (India Standard Time),518.2,557.15,518.2,539.85,300,9000
Fri Aug 04 2023 11:25:00 GMT+0530 (India Standard Time),537.05,567.2,537.05,563.05,450,9000
Fri Aug 04 2023 11:30:00 GMT+0530 (India Standard Time),557,572.8,537.75,558.95,390,8955
Fri Aug 04 2023 11:35:00 GMT+0530 (India Standard Time),550,561.05,550,561.05,510,9060
Fri Aug 04 2023 11:40:00 GMT+0530 (India Standard Time),555.3,555.3,549.35,549.35,300,8985
Fri Aug 04 2023 11:45:00 GMT+0530 (India Standard Time),550.25,586.6,550.25,578.1,2595,10620
Fri Aug 04 2023 11:50:00 GMT+0530 (India Standard Time),580.5,580.5,569,569,270,10650
Fri Aug 04 2023 11:55:00 GMT+0530 (India Standard Time),561.95,561.95,558.65,558.65,75,10635
Fri Aug 04 2023 12:00:00 GMT+0530 (India Standard Time),562.25,567.95,540,542.1,465,10620
Fri Aug 04 2023 12:05:00 GMT+0530 (India Standard Time),540,544.9,540,544.9,285,10395
Fri Aug 04 2023 12:10:00 GMT+0530 (India Standard Time),538.6,564.3,538.6,564.3,225,10395
Fri Aug 04 2023 12:15:00 GMT+0530 (India Standard Time),570,570,566.8,570,330,10410
Fri Aug 04 2023 12:20:00 GMT+0530 (India Standard Time),564.6,564.6,556.6,563.55,60,10410
Fri Aug 04 2023 12:25:00 GMT+0530 (India Standard Time),551.85,559.95,551.85,559.95,90,10410
Fri Aug 04 2023 12:30:00 GMT+0530 (India Standard Time),550,550.85,500,500,1380,10425
Fri Aug 04 2023 12:35:00 GMT+0530 (India Standard Time),481.6,497.95,480,486.45,6885,12885
Fri Aug 04 2023 12:40:00 GMT+0530 (India Standard Time),486.4,510.3,486.4,504.65,735,12780
Fri Aug 04 2023 12:45:00 GMT+0530 (India Standard Time),515.05,521,514.65,521,60,12780
Fri Aug 04 2023 12:50:00 GMT+0530 (India Standard Time),523.8,530,519.45,526.6,315,12765
Fri Aug 04 2023 12:55:00 GMT+0530 (India Standard Time),535,535,505,505,180,12780
Fri Aug 04 2023 13:00:00 GMT+0530 (India Standard Time),518.05,518.05,518.05,518.05,450,12720
Fri Aug 04 2023 13:05:00 GMT+0530 (India Standard Time),508.45,508.45,508.45,508.45,15,12765
Fri Aug 04 2023 13:10:00 GMT+0530 (India Standard Time),493.45,498.6,482,482,300,12765
Fri Aug 04 2023 13:15:00 GMT+0530 (India Standard Time),472.75,480,469.25,479.5,105,12750
Fri Aug 04 2023 13:20:00 GMT+0530 (India Standard Time),492,500,466.7,466.7,90,12720
Fri Aug 04 2023 13:25:00 GMT+0530 (India Standard Time),464.35,464.35,434.2,434.2,210,12645
Fri Aug 04 2023 13:30:00 GMT+0530 (India Standard Time),434.2,450.95,392.95,392.95,555,12645
Fri Aug 04 2023 13:35:00 GMT+0530 (India Standard Time),360,410,360,410,1230,12315
Fri Aug 04 2023 13:40:00 GMT+0530 (India Standard Time),430.5,434.1,401.9,410,465,12435
Fri Aug 04 2023 13:45:00 GMT+0530 (India Standard Time),420.15,420.15,408,408,135,12330
Fri Aug 04 2023 13:50:00 GMT+0530 (India Standard Time),408,408,390,400,1035,12660
Fri Aug 04 2023 13:55:00 GMT+0530 (India Standard Time),392.2,396.15,387.2,387.2,105,12660
Fri Aug 04 2023 14:00:00 GMT+0530 (India Standard Time),375,388.55,375,388.55,150,12660
Fri Aug 04 2023 14:05:00 GMT+0530 (India Standard Time),380,380,380,380,150,12630
Fri Aug 04 2023 14:10:00 GMT+0530 (India Standard Time),388.6,406.6,388.6,406.6,330,12555
Fri Aug 04 2023 14:15:00 GMT+0530 (India Standard Time),409,412.55,406.6,412.55,90,12600
Fri Aug 04 2023 14:20:00 GMT+0530 (India Standard Time),425,430,418.4,418.4,90,12555
Fri Aug 04 2023 14:25:00 GMT+0530 (India Standard Time),403.55,406.2,399.7,406.2,60,12510
Fri Aug 04 2023 14:30:00 GMT+0530 (India Standard Time),412.4,412.4,405,405,60,12525
Fri Aug 04 2023 14:35:00 GMT+0530 (India Standard Time),418,439.35,418,439.35,210,12435
Fri Aug 04 2023 14:40:00 GMT+0530 (India Standard Time),450,458,439.5,439.5,1455,12405
Fri Aug 04 2023 14:45:00 GMT+0530 (India Standard Time),451,465.5,446.5,457.05,225,12510
Fri Aug 04 2023 14:50:00 GMT+0530 (India Standard Time),464,468,432.65,445.4,1050,12555
Fri Aug 04 2023 14:55:00 GMT+0530 (India Standard Time),431.25,457,431.25,457,465,12630
Fri Aug 04 2023 15:00:00 GMT+0530 (India Standard Time),456.3,478.35,414,414,975,12645
Fri Aug 04 2023 15:05:00 GMT+0530 (India Standard Time),439.55,464.1,439.55,462.95,255,12540
Fri Aug 04 2023 15:10:00 GMT+0530 (India Standard Time),463,473,463,472.7,450,12525
Fri Aug 04 2023 15:15:00 GMT+0530 (India Standard Time),470,475.7,452.1,457,765,12360
Fri Aug 04 2023 15:20:00 GMT+0530 (India Standard Time),453.1,458,451.9,458,1380,12510
Fri Aug 04 2023 15:25:00 GMT+0530 (India Standard Time),443.85,447.2,440.35,441.85,390,12555
Mon Aug 07 2023 09:15:00 GMT+0530 (India Standard Time),488.95,498,460,470.85,1997,12510
Mon Aug 07 2023 09:20:00 GMT+0530 (India Standard Time),470,470,442.55,447.2,1080,11880
Mon Aug 07 2023 09:25:00 GMT+0530 (India Standard Time),445.6,455.85,432.15,451.4,1110,11790
Mon Aug 07 2023 09:30:00 GMT+0530 (India Standard Time),437.95,440.35,416.5,431.8,2565,12435
Mon Aug 07 2023 09:35:00 GMT+0530 (India Standard Time),425.85,472.35,425.6,472.35,975,14805
Mon Aug 07 2023 09:40:00 GMT+0530 (India Standard Time),472.25,496.85,462.35,489,3165,14370
Mon Aug 07 2023 09:45:00 GMT+0530 (India Standard Time),502.05,509.1,462,478.75,645,14460
Mon Aug 07 2023 09:50:00 GMT+0530 (India Standard Time),468.65,470,468.65,468.85,210,14475
Mon Aug 07 2023 09:55:00 GMT+0530 (India Standard Time),460,460,450,453.7,435,14535
Mon Aug 07 2023 10:00:00 GMT+0530 (India Standard Time),453.7,464.9,433.05,461.3,480,14295
Mon Aug 07 2023 10:05:00 GMT+0530 (India Standard Time),463,464.9,463,464.9,285,14400
Mon Aug 07 2023 10:10:00 GMT+0530 (India Standard Time),464.9,474,461.35,462.1,390,14640
Mon Aug 07 2023 10:15:00 GMT+0530 (India Standard Time),458.65,471.55,458.65,471.55,210,14625
Mon Aug 07 2023 10:20:00 GMT+0530 (India Standard Time),454.7,471.55,454.65,467.8,180,14850
Mon Aug 07 2023 10:25:00 GMT+0530 (India Standard Time),480,493.75,474,480.4,285,15000
Mon Aug 07 2023 10:30:00 GMT+0530 (India Standard Time),485.05,485.05,467.2,469.6,255,15030
Mon Aug 07 2023 10:35:00 GMT+0530 (India Standard Time),467,470.25,467,470.25,60,15150
Mon Aug 07 2023 10:40:00 GMT+0530 (India Standard Time),460,469.7,460,469,195,15180
Mon Aug 07 2023 10:45:00 GMT+0530 (India Standard Time),463,465,437.55,437.55,495,15255
Mon Aug 07 2023 10:50:00 GMT+0530 (India Standard Time),435.9,444,411.7,416,1155,15120
Mon Aug 07 2023 10:55:00 GMT+0530 (India Standard Time),414.7,425.05,405,412,1605,14940
Mon Aug 07 2023 11:00:00 GMT+0530 (India Standard Time),419,421.4,409.05,409.05,480,15300
Mon Aug 07 2023 11:05:00 GMT+0530 (India Standard Time),420.6,421.4,409.05,416.6,735,15465
Mon Aug 07 2023 11:10:00 GMT+0530 (India Standard Time),414,430.4,409.05,418,615,15570
Mon Aug 07 2023 11:15:00 GMT+0530 (India Standard Time),418,418,418,418,105,15540
Mon Aug 07 2023 11:20:00 GMT+0530 (India Standard Time),450,456,441.35,452.5,465,15525
Mon Aug 07 2023 11:30:00 GMT+0530 (India Standard Time),421.55,426.2,421.55,426.2,240,15525
Mon Aug 07 2023 11:35:00 GMT+0530 (India Standard Time),416.95,429.7,416.7,429.7,150,15525
Mon Aug 07 2023 11:40:00 GMT+0530 (India Standard Time),420.9,444.35,420.9,444.35,390,15525
Mon Aug 07 2023 11:45:00 GMT+0530 (India Standard Time),439.25,448.7,439.25,441.7,690,15630
Mon Aug 07 2023 11:50:00 GMT+0530 (India Standard Time),452.5,452.5,452.5,452.5,60,15645
Mon Aug 07 2023 12:00:00 GMT+0530 (India Standard Time),444.8,444.8,440,440,90,15645
Mon Aug 07 2023 12:05:00 GMT+0530 (India Standard Time),444.8,449.4,440,440,75,15645
Mon Aug 07 2023 12:15:00 GMT+0530 (India Standard Time),432.2,435,432.2,432.3,210,15645
Mon Aug 07 2023 12:20:00 GMT+0530 (India Standard Time),437.85,451.1,436.9,451.1,195,15810
Mon Aug 07 2023 12:25:00 GMT+0530 (India Standard Time),455,455,455,455,45,15825
Mon Aug 07 2023 12:30:00 GMT+0530 (India Standard Time),470,470.25,446.95,461.1,315,15690
Mon Aug 07 2023 12:35:00 GMT+0530 (India Standard Time),452.25,460.2,450,450,720,15705
Mon Aug 07 2023 12:40:00 GMT+0530 (India Standard Time),448.4,448.4,448.4,448.4,390,16200
Mon Aug 07 2023 12:45:00 GMT+0530 (India Standard Time),456.7,456.7,456.7,456.7,45,16200
Mon Aug 07 2023 12:50:00 GMT+0530 (India Standard Time),453.05,457.8,453.05,456,360,16410
Mon Aug 07 2023 12:55:00 GMT+0530 (India Standard Time),460,460,446.5,446.5,420,16440
Mon Aug 07 2023 13:05:00 GMT+0530 (India Standard Time),445.65,445.65,438.9,438.9,330,16395
Mon Aug 07 2023 13:15:00 GMT+0530 (India Standard Time),460,463,460,463,570,16440
Mon Aug 07 2023 13:20:00 GMT+0530 (India Standard Time),459.4,459.4,450,450,285,15990
Mon Aug 07 2023 13:25:00 GMT+0530 (India Standard Time),459.65,493.1,459.65,493.1,1170,15765
Mon Aug 07 2023 13:30:00 GMT+0530 (India Standard Time),484.65,493.55,484.65,489.65,135,15375
Mon Aug 07 2023 13:35:00 GMT+0530 (India Standard Time),470,487.05,469.95,487.05,435,15330
Mon Aug 07 2023 13:40:00 GMT+0530 (India Standard Time),490.6,495.55,482.3,486.45,405,15180
Mon Aug 07 2023 13:45:00 GMT+0530 (India Standard Time),485.95,485.95,456.75,470.05,240,15195
Mon Aug 07 2023 13:50:00 GMT+0530 (India Standard Time),469.4,469.4,456.75,457.9,60,15150
Mon Aug 07 2023 13:55:00 GMT+0530 (India Standard Time),475,475,452,452,30,15150
Mon Aug 07 2023 14:00:00 GMT+0530 (India Standard Time),452.7,453.15,447.85,450,210,15150
Mon Aug 07 2023 14:05:00 GMT+0530 (India Standard Time),452.45,452.45,430,430,255,15150
Mon Aug 07 2023 14:10:00 GMT+0530 (India Standard Time),430,430,412.5,424.1,900,15180
Mon Aug 07 2023 14:15:00 GMT+0530 (India Standard Time),424.1,424.1,406.25,407.4,285,15195
Mon Aug 07 2023 14:20:00 GMT+0530 (India Standard Time),405.95,430,405.95,425,150,15210
Mon Aug 07 2023 14:25:00 GMT+0530 (India Standard Time),440.35,440.35,428.7,428.7,405,15225
Mon Aug 07 2023 14:30:00 GMT+0530 (India Standard Time),440,440,420,429.8,1065,15315
Mon Aug 07 2023 14:35:00 GMT+0530 (India Standard Time),433,437.9,429.5,431.9,1245,15540
Mon Aug 07 2023 14:40:00 GMT+0530 (India Standard Time),431.95,435.7,430,435.7,1245,14760
Mon Aug 07 2023 14:45:00 GMT+0530 (India Standard Time),433.45,439.4,432.8,434.45,675,14730
Mon Aug 07 2023 14:50:00 GMT+0530 (India Standard Time),415,415,415,415,210,14730
Mon Aug 07 2023 14:55:00 GMT+0530 (India Standard Time),425.4,425.4,425.4,425.4,180,14010
Mon Aug 07 2023 15:00:00 GMT+0530 (India Standard Time),409.1,431.6,405.95,421.3,885,13860
Mon Aug 07 2023 15:05:00 GMT+0530 (India Standard Time),419.4,421,418.45,418.45,90,13950
