www.gocharting.com

date,open,high,low,close,volume,open_interest
"Fri Jul 21 2023 09:15:00 GMT+0530 (India Standard Time)","601.6","624.8","525","535","751","255",
"Fri Jul 21 2023 10:15:00 GMT+0530 (India Standard Time)","504.55","504.55","504.55","504.55","15","255",
"Fri Jul 21 2023 11:15:00 GMT+0530 (India Standard Time)","494.3","494.3","494.3","494.3","15","255",
"Fri Jul 21 2023 12:15:00 GMT+0530 (India Standard Time)","480","480","461.9","461.9","45","270",
"Fri Jul 21 2023 13:15:00 GMT+0530 (India Standard Time)","538.05","553","500","500","315","525",
"Fri Jul 21 2023 14:15:00 GMT+0530 (India Standard Time)","483.6","499.5","447.4","476.75","1020","1395",
"Fri Jul 21 2023 15:15:00 GMT+0530 (India Standard Time)","500","510","494.05","510","360","1335",
"Mon Jul 24 2023 09:15:00 GMT+0530 (India Standard Time)","482.25","491.25","449.15","463.45","571","1620",
"Mon Jul 24 2023 10:15:00 GMT+0530 (India Standard Time)","463.45","518.1","463.45","518.1","105","1680",
"Mon Jul 24 2023 11:15:00 GMT+0530 (India Standard Time)","518.1","518.1","396.2","399.65","405","1815",
"Mon Jul 24 2023 12:15:00 GMT+0530 (India Standard Time)","419.15","440.15","419.15","440.15","30","1845",
"Mon Jul 24 2023 13:15:00 GMT+0530 (India Standard Time)","462.2","462.2","419.35","419.35","60","1875",
"Mon Jul 24 2023 14:15:00 GMT+0530 (India Standard Time)","436.35","436.35","385.5","385.5","165","1995",
"Mon Jul 24 2023 15:15:00 GMT+0530 (India Standard Time)","420.55","422.95","406.1","406.9","60","2010",
"Tue Jul 25 2023 09:15:00 GMT+0530 (India Standard Time)","406.15","406.15","388.5","392.6","211","2190",
"Tue Jul 25 2023 10:15:00 GMT+0530 (India Standard Time)","392.6","392.6","372.6","372.6","90","2265",
"Tue Jul 25 2023 11:15:00 GMT+0530 (India Standard Time)","357.55","357.55","334","334","195","2340",
"Tue Jul 25 2023 12:15:00 GMT+0530 (India Standard Time)","334","381.8","334","345.75","540","2670",
"Tue Jul 25 2023 13:15:00 GMT+0530 (India Standard Time)","334","334","284.7","300.6","1665","3990",
"Tue Jul 25 2023 14:15:00 GMT+0530 (India Standard Time)","306","368","306","343.45","975","3465",
"Tue Jul 25 2023 15:15:00 GMT+0530 (India Standard Time)","357.15","362.25","357.15","362.25","90","3450",
"Wed Jul 26 2023 09:15:00 GMT+0530 (India Standard Time)","351.4","372.25","330.05","372.25","2386","4500",
"Wed Jul 26 2023 10:15:00 GMT+0530 (India Standard Time)","373.25","376.65","353.35","353.95","720","4740",
"Wed Jul 26 2023 11:15:00 GMT+0530 (India Standard Time)","350.35","374.4","343.3","374.4","525","4245",
"Wed Jul 26 2023 12:15:00 GMT+0530 (India Standard Time)","372.15","390","370","370","420","4110",
"Wed Jul 26 2023 13:15:00 GMT+0530 (India Standard Time)","370.25","399.5","370.25","392.4","300","4095",
"Wed Jul 26 2023 14:15:00 GMT+0530 (India Standard Time)","407","407","360","390","645","4050",
"Wed Jul 26 2023 15:15:00 GMT+0530 (India Standard Time)","399.95","399.95","389.95","399.9","90","4035",
"Thu Jul 27 2023 09:15:00 GMT+0530 (India Standard Time)","422.65","472.5","403.2","446","5897","5160",
"Thu Jul 27 2023 10:15:00 GMT+0530 (India Standard Time)","460","481","400","412.95","1485","4605",
"Thu Jul 27 2023 11:15:00 GMT+0530 (India Standard Time)","400","400","344.8","345","1185","5055",
"Thu Jul 27 2023 12:15:00 GMT+0530 (India Standard Time)","327.25","363.8","319","341.8","4335","6060",
"Thu Jul 27 2023 13:15:00 GMT+0530 (India Standard Time)","342.2","347.95","313.7","331","2025","6135",
"Thu Jul 27 2023 14:15:00 GMT+0530 (India Standard Time)","328.7","337.2","261.85","274.6","4620","6555",
"Thu Jul 27 2023 15:15:00 GMT+0530 (India Standard Time)","290","300.7","290","300.7","435","6615",
"Fri Jul 28 2023 09:15:00 GMT+0530 (India Standard Time)","269.45","269.45","179.65","180","3646","7965",
"Fri Jul 28 2023 10:15:00 GMT+0530 (India Standard Time)","184.9","188.9","168.05","181","6000","8115",
"Fri Jul 28 2023 11:15:00 GMT+0530 (India Standard Time)","170.1","178.15","150.75","165.4","3435","9120",
"Fri Jul 28 2023 12:15:00 GMT+0530 (India Standard Time)","165","166.3","157.45","159.7","1905","9195",
"Fri Jul 28 2023 13:15:00 GMT+0530 (India Standard Time)","162.95","162.95","142.15","148","2385","10875",
"Fri Jul 28 2023 14:15:00 GMT+0530 (India Standard Time)","148.45","181.8","144.35","176","4170","11655",
"Fri Jul 28 2023 15:15:00 GMT+0530 (India Standard Time)","172.85","181.9","169.95","172.5","945","11955",
"Mon Jul 31 2023 09:15:00 GMT+0530 (India Standard Time)","155.75","168.3","149.25","163.35","2761","11955",
