www.gocharting.com

date,open,high,low,close,volume,open_interest
"Wed Aug 09 2023 13:45:00 GMT+0530 (India Standard Time)","354.75","354.75","212.85","212.85","31","15",
"Wed Aug 09 2023 14:00:00 GMT+0530 (India Standard Time)","210","210","210","210","15","15",
"Wed Aug 09 2023 15:00:00 GMT+0530 (India Standard Time)","210","210","210","210","150","75",
"Wed Aug 09 2023 15:15:00 GMT+0530 (India Standard Time)","228.9","228.9","220","220","45","180",
"Thu Aug 10 2023 09:15:00 GMT+0530 (India Standard Time)","232","232","232","232","16","165",
"Thu Aug 10 2023 09:45:00 GMT+0530 (India Standard Time)","215.05","215.05","215.05","215.05","30","165",
"Thu Aug 10 2023 10:00:00 GMT+0530 (India Standard Time)","215.05","215.05","215.05","215.05","30","195",
"Thu Aug 10 2023 11:30:00 GMT+0530 (India Standard Time)","179.8","179.8","162.65","162.65","45","210",
"Thu Aug 10 2023 12:00:00 GMT+0530 (India Standard Time)","162.65","182","162.65","182","75","210",
"Thu Aug 10 2023 13:30:00 GMT+0530 (India Standard Time)","171.85","171.85","171.85","171.85","15","240",
"Thu Aug 10 2023 13:45:00 GMT+0530 (India Standard Time)","150","150","150","150","75","255",
"Thu Aug 10 2023 14:00:00 GMT+0530 (India Standard Time)","150","156","150","156","30","315",
"Thu Aug 10 2023 14:15:00 GMT+0530 (India Standard Time)","163.85","194.25","163.85","194.25","105","345",
"Thu Aug 10 2023 14:45:00 GMT+0530 (India Standard Time)","158.6","158.6","158.6","158.6","30","420",
"Thu Aug 10 2023 15:00:00 GMT+0530 (India Standard Time)","166.4","166.4","166.4","166.4","15","435",
"Thu Aug 10 2023 15:15:00 GMT+0530 (India Standard Time)","156.45","162.15","142","142","3150","495",
"Fri Aug 11 2023 09:15:00 GMT+0530 (India Standard Time)","145.85","145.85","120.45","120.45","721","3150",
"Fri Aug 11 2023 09:30:00 GMT+0530 (India Standard Time)","120.45","120.45","110.5","118","150","3135",
"Fri Aug 11 2023 09:45:00 GMT+0530 (India Standard Time)","118","118","118","118","45","3150",
"Fri Aug 11 2023 10:00:00 GMT+0530 (India Standard Time)","117","125","113.6","113.6","120","3150",
"Fri Aug 11 2023 10:15:00 GMT+0530 (India Standard Time)","114","114","114","114","15","3180",
"Fri Aug 11 2023 10:45:00 GMT+0530 (India Standard Time)","120","125","119.25","119.25","1050","3630",
"Fri Aug 11 2023 11:00:00 GMT+0530 (India Standard Time)","119.05","119.05","110","110","435","4050",
"Fri Aug 11 2023 11:15:00 GMT+0530 (India Standard Time)","110","119","110","119","45","4080",
"Fri Aug 11 2023 11:45:00 GMT+0530 (India Standard Time)","121.25","121.25","120","120","30","4095",
"Fri Aug 11 2023 12:15:00 GMT+0530 (India Standard Time)","119.65","119.65","119.65","119.65","15","4125",
"Fri Aug 11 2023 12:30:00 GMT+0530 (India Standard Time)","116.9","124","116.9","124","3015","4140",
"Fri Aug 11 2023 12:45:00 GMT+0530 (India Standard Time)","110","110","110","110","15","4140",
"Fri Aug 11 2023 13:15:00 GMT+0530 (India Standard Time)","126.6","126.6","126.6","126.6","60","4155",
"Fri Aug 11 2023 13:30:00 GMT+0530 (India Standard Time)","118.25","118.35","118.25","118.3","75","4185",
"Fri Aug 11 2023 13:45:00 GMT+0530 (India Standard Time)","114.35","116.35","114.35","116.35","45","4215",
"Fri Aug 11 2023 14:00:00 GMT+0530 (India Standard Time)","115.15","115.2","100.8","100.8","405","4260",
"Fri Aug 11 2023 14:15:00 GMT+0530 (India Standard Time)","115.85","119.25","115.85","119.25","75","4290",
"Fri Aug 11 2023 14:30:00 GMT+0530 (India Standard Time)","116.65","117.9","109.55","109.55","165","4350",
"Fri Aug 11 2023 14:45:00 GMT+0530 (India Standard Time)","113.2","119.1","110.65","116.9","180","4365",
"Fri Aug 11 2023 15:00:00 GMT+0530 (India Standard Time)","115","120","104.5","119.95","945","4320",
"Fri Aug 11 2023 15:15:00 GMT+0530 (India Standard Time)","111.85","112","91.35","102.9","1410","5025",
"Mon Aug 14 2023 09:15:00 GMT+0530 (India Standard Time)","88","88","65","67.05","1261","4635",
"Mon Aug 14 2023 09:30:00 GMT+0530 (India Standard Time)","66.1","70.55","65","70.55","240","4575",
"Mon Aug 14 2023 09:45:00 GMT+0530 (India Standard Time)","69.4","70.6","69.4","70.6","45","4560",
"Mon Aug 14 2023 10:00:00 GMT+0530 (India Standard Time)","70.65","73.35","64.3","64.3","555","4680",
"Mon Aug 14 2023 10:15:00 GMT+0530 (India Standard Time)","64.35","64.35","64.35","64.35","150","4680",
"Mon Aug 14 2023 10:30:00 GMT+0530 (India Standard Time)","67.65","71.05","67.65","71.05","30","5130",
"Mon Aug 14 2023 10:45:00 GMT+0530 (India Standard Time)","69.2","80","67","69","315","5250",
"Mon Aug 14 2023 11:00:00 GMT+0530 (India Standard Time)","70.15","70.15","69.75","69.75","45","5280",
"Mon Aug 14 2023 11:15:00 GMT+0530 (India Standard Time)","60","60","60","60","165","5310",
"Mon Aug 14 2023 11:30:00 GMT+0530 (India Standard Time)","65","65","64","64","195","5220",
"Mon Aug 14 2023 11:45:00 GMT+0530 (India Standard Time)","62.5","62.5","61.25","61.25","150","5385",
"Mon Aug 14 2023 12:00:00 GMT+0530 (India Standard Time)","61.25","69.75","61.25","69.75","135","5430",
"Mon Aug 14 2023 12:15:00 GMT+0530 (India Standard Time)","67.45","67.45","67.45","67.45","60","5460",
"Mon Aug 14 2023 12:30:00 GMT+0530 (India Standard Time)","62.55","64.95","62.55","64.95","60","5445",
"Mon Aug 14 2023 12:45:00 GMT+0530 (India Standard Time)","64.95","65","62.75","65","75","5475",
"Mon Aug 14 2023 13:15:00 GMT+0530 (India Standard Time)","65","65","61.5","61.5","225","5505",
"Mon Aug 14 2023 13:30:00 GMT+0530 (India Standard Time)","65","65","65","65","45","5490",
"Mon Aug 14 2023 13:45:00 GMT+0530 (India Standard Time)","65","65","65","65","75","5535",
"Mon Aug 14 2023 14:00:00 GMT+0530 (India Standard Time)","65","69.75","65","69.75","405","5520",
"Mon Aug 14 2023 14:15:00 GMT+0530 (India Standard Time)","75.8","80","69","74.5","1290","5520",
"Mon Aug 14 2023 14:30:00 GMT+0530 (India Standard Time)","79.4","79.4","79.4","79.4","135","5565",
"Mon Aug 14 2023 14:45:00 GMT+0530 (India Standard Time)","79.9","79.9","74.25","74.25","30","5640",
"Mon Aug 14 2023 15:00:00 GMT+0530 (India Standard Time)","72","72","65.5","65.5","270","5865",
"Mon Aug 14 2023 15:15:00 GMT+0530 (India Standard Time)","63.3","69.2","62.3","62.5","825","6420",
"Wed Aug 16 2023 09:15:00 GMT+0530 (India Standard Time)","45","48.6","40","46.95","1367","7260",
"Wed Aug 16 2023 09:30:00 GMT+0530 (India Standard Time)","46.65","46.65","41","43.95","765","7140",
"Wed Aug 16 2023 09:45:00 GMT+0530 (India Standard Time)","47","57.3","47","52.3","1365","7920",
"Wed Aug 16 2023 10:00:00 GMT+0530 (India Standard Time)","47.05","50.65","47.05","49.8","255","8025",
"Wed Aug 16 2023 10:15:00 GMT+0530 (India Standard Time)","49","53.5","49","50","345","8310",
"Wed Aug 16 2023 10:30:00 GMT+0530 (India Standard Time)","50","50","47.55","49","180","8385",
"Wed Aug 16 2023 10:45:00 GMT+0530 (India Standard Time)","49","49","47.55","47.75","105","8490",
"Wed Aug 16 2023 11:00:00 GMT+0530 (India Standard Time)","44.95","49.35","44.95","49.35","90","8490",
"Wed Aug 16 2023 11:15:00 GMT+0530 (India Standard Time)","48","48","48","48","15","8505",
"Wed Aug 16 2023 11:30:00 GMT+0530 (India Standard Time)","47","47.5","45","45","585","8865",
"Wed Aug 16 2023 11:45:00 GMT+0530 (India Standard Time)","45","46.2","44.25","46.2","225","8820",
"Wed Aug 16 2023 12:00:00 GMT+0530 (India Standard Time)","47.2","47.2","47","47.1","135","8940",
"Wed Aug 16 2023 12:30:00 GMT+0530 (India Standard Time)","47.15","48.15","47.15","47.85","150","9000",
"Wed Aug 16 2023 12:45:00 GMT+0530 (India Standard Time)","49","49","46.05","46.7","270","9030",
"Wed Aug 16 2023 13:00:00 GMT+0530 (India Standard Time)","46.45","50.05","46.45","50.05","435","9015",
"Wed Aug 16 2023 13:15:00 GMT+0530 (India Standard Time)","49.1","57","46.35","46.35","405","9240",
"Wed Aug 16 2023 13:30:00 GMT+0530 (India Standard Time)","48.7","49.85","48.7","49.85","30","9195",
"Wed Aug 16 2023 13:45:00 GMT+0530 (India Standard Time)","51.8","51.8","51.8","51.8","30","9210",
"Wed Aug 16 2023 14:00:00 GMT+0530 (India Standard Time)","50.2","50.2","46.35","46.35","30","9240",
"Wed Aug 16 2023 14:15:00 GMT+0530 (India Standard Time)","50.3","50.3","49.35","49.35","150","9360",
"Wed Aug 16 2023 14:30:00 GMT+0530 (India Standard Time)","46.65","48.95","44.1","48.95","195","9405",
"Wed Aug 16 2023 14:45:00 GMT+0530 (India Standard Time)","44","48","44","48","375","9495",
"Wed Aug 16 2023 15:00:00 GMT+0530 (India Standard Time)","48.2","48.4","47.55","47.6","450","9540",
"Wed Aug 16 2023 15:15:00 GMT+0530 (India Standard Time)","47","51.65","46.6","50.3","255","9810",
"Thu Aug 17 2023 09:15:00 GMT+0530 (India Standard Time)","49.5","51.65","44.05","49.4","497","9735",
"Thu Aug 17 2023 09:30:00 GMT+0530 (India Standard Time)","48.75","48.75","43.2","48.7","900","9675",
"Thu Aug 17 2023 09:45:00 GMT+0530 (India Standard Time)","48.85","48.85","44.6","46.55","345","9930",
"Thu Aug 17 2023 10:00:00 GMT+0530 (India Standard Time)","46.55","55.75","46.55","55.75","315","10110",
