www.gocharting.com

date,open,high,low,close,volume,open_interest
"Thu Jul 20 2023 10:45:00 GMT+0530 (India Standard Time)","533.95","533.95","465","465","32","",
"Thu Jul 20 2023 11:00:00 GMT+0530 (India Standard Time)","450.6","452.65","450.6","452.65","645","15",
"Thu Jul 20 2023 11:05:00 GMT+0530 (India Standard Time)","454.55","454.55","447.6","447.6","150","675",
"Thu Jul 20 2023 11:15:00 GMT+0530 (India Standard Time)","447.6","447.6","447.6","447.6","45","810",
"Thu Jul 20 2023 11:25:00 GMT+0530 (India Standard Time)","453.5","453.5","453.5","453.5","15","855",
"Thu Jul 20 2023 11:30:00 GMT+0530 (India Standard Time)","451.85","453.9","451.85","453.9","75","915",
"Thu Jul 20 2023 11:35:00 GMT+0530 (India Standard Time)","456.4","456.4","456.4","456.4","255","945",
"Thu Jul 20 2023 11:40:00 GMT+0530 (India Standard Time)","455.8","455.8","455.8","455.8","60","1200",
"Thu Jul 20 2023 11:55:00 GMT+0530 (India Standard Time)","462.1","462.1","462.1","462.1","225","1260",
"Thu Jul 20 2023 12:00:00 GMT+0530 (India Standard Time)","459.15","459.15","459.15","459.15","45","1260",
"Thu Jul 20 2023 12:05:00 GMT+0530 (India Standard Time)","458.85","490.4","455.85","485.2","975","1260",
"Thu Jul 20 2023 12:10:00 GMT+0530 (India Standard Time)","485","485","481","481","210","2160",
"Thu Jul 20 2023 12:40:00 GMT+0530 (India Standard Time)","488.4","502.6","488.4","502.6","45","2235",
"Thu Jul 20 2023 12:50:00 GMT+0530 (India Standard Time)","499","499","499","499","15","2235",
"Thu Jul 20 2023 12:55:00 GMT+0530 (India Standard Time)","499","499","499","499","30","2250",
"Thu Jul 20 2023 13:00:00 GMT+0530 (India Standard Time)","491","491","491","491","60","2235",
"Thu Jul 20 2023 13:05:00 GMT+0530 (India Standard Time)","502","511.05","502","505.55","150","2265",
"Thu Jul 20 2023 13:10:00 GMT+0530 (India Standard Time)","504.65","504.65","504.65","504.65","15","2280",
"Thu Jul 20 2023 13:15:00 GMT+0530 (India Standard Time)","538.55","576.1","538.55","576.1","210","2400",
"Thu Jul 20 2023 13:20:00 GMT+0530 (India Standard Time)","580.65","580.65","564.5","564.5","90","2475",
"Thu Jul 20 2023 13:25:00 GMT+0530 (India Standard Time)","572.4","575","555.9","575","1230","2655",
"Thu Jul 20 2023 13:30:00 GMT+0530 (India Standard Time)","566","594.35","565","580.5","1110","3870",
"Thu Jul 20 2023 13:35:00 GMT+0530 (India Standard Time)","580.3","583.1","548.8","548.8","2115","4290",
"Thu Jul 20 2023 13:40:00 GMT+0530 (India Standard Time)","545.15","550.85","534.6","548.65","1080","5505",
"Thu Jul 20 2023 13:45:00 GMT+0530 (India Standard Time)","545.55","557.35","545.55","557.35","30","5475",
"Thu Jul 20 2023 13:50:00 GMT+0530 (India Standard Time)","553.3","575","553.3","575","360","5460",
"Thu Jul 20 2023 13:55:00 GMT+0530 (India Standard Time)","587.8","610","580.85","610","150","5820",
"Thu Jul 20 2023 14:00:00 GMT+0530 (India Standard Time)","610.45","663.6","610.45","657.75","3135","7905",
"Thu Jul 20 2023 14:05:00 GMT+0530 (India Standard Time)","680","685","651.95","651.95","780","8520",
"Thu Jul 20 2023 14:10:00 GMT+0530 (India Standard Time)","656.9","670.75","656.9","670.75","135","8325",
