www.gocharting.com

date,open,high,low,close,volume,open_interest
"Tue Jul 18 2023 09:45:00 GMT+0530 (India Standard Time)","461.75","461.75","282","282","136","15",
"Tue Jul 18 2023 10:00:00 GMT+0530 (India Standard Time)","286","299.05","286","299.05","30","120",
"Tue Jul 18 2023 10:15:00 GMT+0530 (India Standard Time)","302.8","302.8","300","300","30","165",
"Tue Jul 18 2023 11:00:00 GMT+0530 (India Standard Time)","296.75","326.85","296.75","320.85","90","195",
"Tue Jul 18 2023 11:15:00 GMT+0530 (India Standard Time)","325.9","325.9","316.15","316.15","105","210",
"Tue Jul 18 2023 11:30:00 GMT+0530 (India Standard Time)","290","290","234.95","234.95","135","255",
"Tue Jul 18 2023 11:45:00 GMT+0530 (India Standard Time)","230","230","230","230","60","270",
"Tue Jul 18 2023 12:00:00 GMT+0530 (India Standard Time)","243.9","243.9","243.9","243.9","15","285",
"Tue Jul 18 2023 12:15:00 GMT+0530 (India Standard Time)","219.9","219.9","219.9","219.9","15","285",
"Tue Jul 18 2023 12:30:00 GMT+0530 (India Standard Time)","219.9","260","219.9","260","30","285",
"Tue Jul 18 2023 12:45:00 GMT+0530 (India Standard Time)","260","260","250","250","180","330",
"Tue Jul 18 2023 13:00:00 GMT+0530 (India Standard Time)","218.2","218.2","218.2","218.2","15","465",
"Tue Jul 18 2023 14:15:00 GMT+0530 (India Standard Time)","218.2","218.2","218.2","218.2","45","450",
"Tue Jul 18 2023 15:00:00 GMT+0530 (India Standard Time)","220","220","220","220","450","480",
"Wed Jul 19 2023 09:15:00 GMT+0530 (India Standard Time)","258.95","259","258.95","259","46","930",
"Wed Jul 19 2023 09:45:00 GMT+0530 (India Standard Time)","259","259","259","259","75","975",
"Wed Jul 19 2023 10:00:00 GMT+0530 (India Standard Time)","235.3","240","235.3","240","90","1005",
"Wed Jul 19 2023 10:15:00 GMT+0530 (India Standard Time)","249.9","249.9","249.9","249.9","90","1110",
"Wed Jul 19 2023 10:45:00 GMT+0530 (India Standard Time)","235","235","235","235","30","1110",
"Wed Jul 19 2023 11:00:00 GMT+0530 (India Standard Time)","230","230","225.1","225.1","75","1185",
"Wed Jul 19 2023 11:15:00 GMT+0530 (India Standard Time)","220","220","220","220","15","1215",
