www.gocharting.com

date,open,high,low,close,volume,open_interest
"Wed Jul 26 2023 09:15:00 GMT+0530 (India Standard Time)","720","720","720","720","31","",
"Wed Jul 26 2023 10:15:00 GMT+0530 (India Standard Time)","469.75","469.75","469.75","469.75","15","30",
"Wed Jul 26 2023 12:30:00 GMT+0530 (India Standard Time)","459.75","459.75","459.75","459.75","15","45",
"Wed Jul 26 2023 14:45:00 GMT+0530 (India Standard Time)","459.75","499.15","459.75","499.15","525","60",
"Wed Jul 26 2023 15:00:00 GMT+0530 (India Standard Time)","495.4","495.4","490.4","490.4","690","585",
"Wed Jul 26 2023 15:15:00 GMT+0530 (India Standard Time)","490.25","504.5","488.35","488.55","495","1125",
"Thu Jul 27 2023 09:15:00 GMT+0530 (India Standard Time)","534.4","534.4","534.3","534.35","573","1080",
"Thu Jul 27 2023 09:45:00 GMT+0530 (India Standard Time)","553","553","540","540","120","930",
"Thu Jul 27 2023 10:00:00 GMT+0530 (India Standard Time)","551.65","551.65","551.65","551.65","15","930",
"Thu Jul 27 2023 10:15:00 GMT+0530 (India Standard Time)","575.15","589.85","561.5","589.85","120","975",
"Thu Jul 27 2023 10:30:00 GMT+0530 (India Standard Time)","589.85","589.85","589.85","589.85","15","975",
"Thu Jul 27 2023 10:45:00 GMT+0530 (India Standard Time)","502.45","502.45","502.45","502.45","30","975",
"Thu Jul 27 2023 11:00:00 GMT+0530 (India Standard Time)","502.45","512.1","502.45","510","75","990",
"Thu Jul 27 2023 11:15:00 GMT+0530 (India Standard Time)","464.3","468.25","464.3","468.25","120","990",
"Thu Jul 27 2023 11:30:00 GMT+0530 (India Standard Time)","468.25","468.25","463.9","463.9","120","1035",
"Thu Jul 27 2023 11:45:00 GMT+0530 (India Standard Time)","440.85","440.85","430.8","430.8","120","1050",
"Thu Jul 27 2023 12:00:00 GMT+0530 (India Standard Time)","430.8","446.6","430.8","446.6","45","1095",
"Thu Jul 27 2023 12:15:00 GMT+0530 (India Standard Time)","442.15","442.15","440.2","440.2","60","1125",
"Thu Jul 27 2023 12:30:00 GMT+0530 (India Standard Time)","425.8","425.8","410","410","135","1185",
"Thu Jul 27 2023 12:45:00 GMT+0530 (India Standard Time)","411.6","411.6","411.6","411.6","60","1200",
"Thu Jul 27 2023 13:00:00 GMT+0530 (India Standard Time)","405","405","405","405","15","1260",
"Thu Jul 27 2023 13:15:00 GMT+0530 (India Standard Time)","405","405","405","405","90","1275",
"Thu Jul 27 2023 13:30:00 GMT+0530 (India Standard Time)","405","429.15","405","429.15","150","1335",
"Thu Jul 27 2023 14:30:00 GMT+0530 (India Standard Time)","400","400","348.4","348.4","30","1380",
"Thu Jul 27 2023 14:45:00 GMT+0530 (India Standard Time)","348.4","356.75","348.4","356.75","105","1380",
"Thu Jul 27 2023 15:00:00 GMT+0530 (India Standard Time)","358.15","393.8","358.15","393.8","210","1425",
"Thu Jul 27 2023 15:15:00 GMT+0530 (India Standard Time)","384.9","391.55","384.9","390.8","270","1245",
"Fri Jul 28 2023 09:15:00 GMT+0530 (India Standard Time)","311.25","311.3","266.55","296.6","1081","1200",
"Fri Jul 28 2023 09:30:00 GMT+0530 (India Standard Time)","287.05","288","287.05","288","105","1245",
"Fri Jul 28 2023 09:45:00 GMT+0530 (India Standard Time)","268.05","281.45","254.65","254.65","315","1350",
"Fri Jul 28 2023 10:00:00 GMT+0530 (India Standard Time)","254.65","254.65","254.65","254.65","15","1470",
"Fri Jul 28 2023 10:15:00 GMT+0530 (India Standard Time)","234.85","234.85","234.85","234.85","225","1485",
"Fri Jul 28 2023 10:30:00 GMT+0530 (India Standard Time)","234.85","243.9","234.85","243.9","180","1395",
"Fri Jul 28 2023 10:45:00 GMT+0530 (India Standard Time)","249.3","283.35","249.3","283.35","30","1380",
"Fri Jul 28 2023 11:00:00 GMT+0530 (India Standard Time)","265","265","260","265","390","1380",
"Fri Jul 28 2023 11:15:00 GMT+0530 (India Standard Time)","255","255","255","255","105","1440",
"Fri Jul 28 2023 11:30:00 GMT+0530 (India Standard Time)","241.05","241.05","241.05","241.05","15","1515",
"Fri Jul 28 2023 11:45:00 GMT+0530 (India Standard Time)","241","241","241","241","30","1515",
"Fri Jul 28 2023 12:30:00 GMT+0530 (India Standard Time)","253.5","253.5","253.5","253.5","15","1530",
"Fri Jul 28 2023 12:45:00 GMT+0530 (India Standard Time)","253","253","253","253","105","1545",
"Fri Jul 28 2023 13:30:00 GMT+0530 (India Standard Time)","246","246","222","222","30","1545",
"Fri Jul 28 2023 14:00:00 GMT+0530 (India Standard Time)","221.95","221.95","221.95","221.95","60","1530",
"Fri Jul 28 2023 14:30:00 GMT+0530 (India Standard Time)","232","232","232","232","15","1545",
"Fri Jul 28 2023 14:45:00 GMT+0530 (India Standard Time)","235","235","230","230","90","1530",
"Fri Jul 28 2023 15:00:00 GMT+0530 (India Standard Time)","245","255","245","255","75","1545",
"Fri Jul 28 2023 15:15:00 GMT+0530 (India Standard Time)","285.2","291.7","285.2","291.7","540","1275",
"Mon Jul 31 2023 09:15:00 GMT+0530 (India Standard Time)","260.4","260.4","249.9","249.9","256","1185",
"Mon Jul 31 2023 09:45:00 GMT+0530 (India Standard Time)","249.9","249.9","249.9","249.9","15","1170",
"Mon Jul 31 2023 10:00:00 GMT+0530 (India Standard Time)","248","248","238.05","238.05","105","1185",
"Mon Jul 31 2023 10:15:00 GMT+0530 (India Standard Time)","233.6","233.6","233.6","233.6","15","1170",
"Mon Jul 31 2023 11:00:00 GMT+0530 (India Standard Time)","233.6","247.35","233.6","247.35","105","1185",
"Mon Jul 31 2023 11:15:00 GMT+0530 (India Standard Time)","252","252","252","252","15","1185",
