www.gocharting.com

date,open,high,low,close,volume,open_interest
"Thu Jul 27 2023 15:15:00 GMT+0530 (India Standard Time)","1230","1230","1230","1230","16","",
"Fri Jul 28 2023 09:15:00 GMT+0530 (India Standard Time)","1170","1170","1170","1170","16","15",
"Fri Jul 28 2023 12:15:00 GMT+0530 (India Standard Time)","957.75","957.75","944.8","944.8","75","30",
"Fri Jul 28 2023 14:15:00 GMT+0530 (India Standard Time)","944.8","999","944.8","999","75","75",
"Tue Aug 01 2023 09:15:00 GMT+0530 (India Standard Time)","1104.45","1107.75","1104.45","1107.75","76","120",
"Tue Aug 01 2023 11:15:00 GMT+0530 (India Standard Time)","998.6","998.6","998.6","998.6","45","105",
"Tue Aug 01 2023 12:15:00 GMT+0530 (India Standard Time)","953.45","953.45","953.45","953.45","15","120",
"Wed Aug 02 2023 09:15:00 GMT+0530 (India Standard Time)","793.65","793.65","774.6","774.6","256","315",
"Wed Aug 02 2023 10:15:00 GMT+0530 (India Standard Time)","708.05","710","625.65","639.9","405","675",
"Wed Aug 02 2023 11:15:00 GMT+0530 (India Standard Time)","646","654.7","625","644","780","1035",
"Wed Aug 02 2023 12:15:00 GMT+0530 (India Standard Time)","644","663.35","600","600","1980","1890",
"Wed Aug 02 2023 13:15:00 GMT+0530 (India Standard Time)","599.1","603.9","501.95","502.9","2400","2745",
"Wed Aug 02 2023 14:15:00 GMT+0530 (India Standard Time)","502","596.05","500","589.3","3930","4125",
"Wed Aug 02 2023 15:15:00 GMT+0530 (India Standard Time)","588","628","587.5","607","750","4170",
"Thu Aug 03 2023 09:15:00 GMT+0530 (India Standard Time)","501","600","501","514.15","1532","3900",
"Thu Aug 03 2023 10:15:00 GMT+0530 (India Standard Time)","510.55","525","488","510","660","4140",
"Thu Aug 03 2023 11:15:00 GMT+0530 (India Standard Time)","510","514.85","469.3","469.3","1500","5130",
"Thu Aug 03 2023 12:15:00 GMT+0530 (India Standard Time)","460","463.95","370","385","4365","6105",
"Thu Aug 03 2023 13:15:00 GMT+0530 (India Standard Time)","386.8","396.7","320","320","2430","7350",
"Thu Aug 03 2023 14:15:00 GMT+0530 (India Standard Time)","316.6","382.1","316.6","370.7","3450","7665",
"Thu Aug 03 2023 15:15:00 GMT+0530 (India Standard Time)","370.7","386","283.65","283.65","8880","10080",
"Fri Aug 04 2023 09:15:00 GMT+0530 (India Standard Time)","397.9","404.85","325.3","364.45","6046","10275",
"Fri Aug 04 2023 10:15:00 GMT+0530 (India Standard Time)","369.95","469","344.5","460.2","5535","8910",
"Fri Aug 04 2023 11:15:00 GMT+0530 (India Standard Time)","460","586.6","460","564.3","6435","10395",
"Fri Aug 04 2023 12:15:00 GMT+0530 (India Standard Time)","570","570","480","482","10800","12765",
"Fri Aug 04 2023 13:15:00 GMT+0530 (India Standard Time)","472.75","500","360","406.6","4560","12555",
"Fri Aug 04 2023 14:15:00 GMT+0530 (India Standard Time)","409","478.35","399.7","472.7","5385","12525",
"Fri Aug 04 2023 15:15:00 GMT+0530 (India Standard Time)","470","475.7","440.35","441.85","2535","12555",
"Mon Aug 07 2023 09:15:00 GMT+0530 (India Standard Time)","488.95","509.1","416.5","462.1","13337","14640",
"Mon Aug 07 2023 10:15:00 GMT+0530 (India Standard Time)","458.65","493.75","405","418","6270","15570",
"Mon Aug 07 2023 11:15:00 GMT+0530 (India Standard Time)","418","456","416.7","440","2265","15645",
"Mon Aug 07 2023 12:15:00 GMT+0530 (India Standard Time)","432.2","470.25","432.2","438.9","3030","16395",
"Mon Aug 07 2023 13:15:00 GMT+0530 (India Standard Time)","460","495.55","412.5","424.1","4695","15180",
"Mon Aug 07 2023 14:15:00 GMT+0530 (India Standard Time)","424.1","440.35","405.95","420.75","6720","14160",
"Mon Aug 07 2023 15:15:00 GMT+0530 (India Standard Time)","422.3","423.85","410","410","2205","14310",
"Tue Aug 08 2023 09:15:00 GMT+0530 (India Standard Time)","449","456.9","403.55","443.1","3482","14730",
"Tue Aug 08 2023 10:15:00 GMT+0530 (India Standard Time)","448.2","550","441","465","13935","15855",
"Tue Aug 08 2023 11:15:00 GMT+0530 (India Standard Time)","458.7","482.9","431.8","482.9","4830","17490",
"Tue Aug 08 2023 12:15:00 GMT+0530 (India Standard Time)","482.9","503","450.65","466.8","8730","20805",
"Tue Aug 08 2023 13:15:00 GMT+0530 (India Standard Time)","478.1","490.4","452.1","467.2","8805","21660",
"Tue Aug 08 2023 14:15:00 GMT+0530 (India Standard Time)","470.25","498","425.55","437","9405","21435",
"Tue Aug 08 2023 15:15:00 GMT+0530 (India Standard Time)","436.3","441","430.2","437.85","4560","24360",
"Wed Aug 09 2023 09:15:00 GMT+0530 (India Standard Time)","439.05","439.05","332.45","343.45","31952","47310",
"Wed Aug 09 2023 10:15:00 GMT+0530 (India Standard Time)","348.8","348.8","295.15","303.5","7170","49425",
"Wed Aug 09 2023 11:15:00 GMT+0530 (India Standard Time)","301.6","315.9","284.95","313.5","8685","51975",
"Wed Aug 09 2023 12:15:00 GMT+0530 (India Standard Time)","311.1","335.45","307.6","321.5","4680","52050",
"Wed Aug 09 2023 13:15:00 GMT+0530 (India Standard Time)","325","354.85","309.6","344.2","8010","52275",
"Wed Aug 09 2023 14:15:00 GMT+0530 (India Standard Time)","348.45","405","333.65","400","32070","62745",
"Wed Aug 09 2023 15:15:00 GMT+0530 (India Standard Time)","403.95","405","380","389.85","8010","66060",
"Thu Aug 10 2023 09:15:00 GMT+0530 (India Standard Time)","370","435","325","435","26866","64770",
"Thu Aug 10 2023 10:15:00 GMT+0530 (India Standard Time)","438.95","447.55","258.8","290","59910","77040",
"Thu Aug 10 2023 11:15:00 GMT+0530 (India Standard Time)","289","331.8","289","290","28830","83595",
"Thu Aug 10 2023 12:15:00 GMT+0530 (India Standard Time)","291","311","283.4","309.95","22230","88140",
"Thu Aug 10 2023 13:15:00 GMT+0530 (India Standard Time)","309.8","315","237.3","274.15","64455","81735",
"Thu Aug 10 2023 14:15:00 GMT+0530 (India Standard Time)","268.55","281","259.85","273","41940","84420",
"Thu Aug 10 2023 15:15:00 GMT+0530 (India Standard Time)","272.4","275.35","257.05","263","29595","92340",
"Fri Aug 11 2023 09:15:00 GMT+0530 (India Standard Time)","262.25","262.25","175.4","181.35","192633","126180",
"Fri Aug 11 2023 10:15:00 GMT+0530 (India Standard Time)","180.15","194.35","163.7","174.8","77055","139815",
"Fri Aug 11 2023 11:15:00 GMT+0530 (India Standard Time)","173.95","191.6","171.65","181.05","47910","141420",
"Fri Aug 11 2023 12:15:00 GMT+0530 (India Standard Time)","181.2","216.75","152.7","196.4","163185","146310",
"Fri Aug 11 2023 13:15:00 GMT+0530 (India Standard Time)","198.5","198.5","151.05","163","79545","161820",
"Fri Aug 11 2023 14:15:00 GMT+0530 (India Standard Time)","161","169.1","132.8","136.75","209910","197235",
"Fri Aug 11 2023 15:15:00 GMT+0530 (India Standard Time)","138.45","164.15","138.25","146.05","85200","195585",
"Mon Aug 14 2023 09:15:00 GMT+0530 (India Standard Time)","130","130","60.1","63.95","481921","268125",
"Mon Aug 14 2023 10:15:00 GMT+0530 (India Standard Time)","65","65.85","59.75","60.8","161895","272790",
"Mon Aug 14 2023 11:15:00 GMT+0530 (India Standard Time)","60.35","68.8","59.5","68","178725","290865",
"Mon Aug 14 2023 12:15:00 GMT+0530 (India Standard Time)","69.4","70.8","56.85","59.5","149925","280845",
"Mon Aug 14 2023 13:15:00 GMT+0530 (India Standard Time)","58.65","88","55.6","82.75","211290","291705",
"Mon Aug 14 2023 14:15:00 GMT+0530 (India Standard Time)","83.15","87","65.4","66.25","413145","318630",
"Mon Aug 14 2023 15:15:00 GMT+0530 (India Standard Time)","65.85","67.25","58.95","60","189270","325275",
"Wed Aug 16 2023 09:15:00 GMT+0530 (India Standard Time)","40.3","54.35","27.35","34","550187","352725",
"Wed Aug 16 2023 10:15:00 GMT+0530 (India Standard Time)","33.75","39.05","30.55","31.1","288855","420150",
"Wed Aug 16 2023 11:15:00 GMT+0530 (India Standard Time)","31.25","31.75","26.7","30.15","209520","444405",
"Wed Aug 16 2023 12:15:00 GMT+0530 (India Standard Time)","30","36.75","29.5","35.7","189045","453075",
"Wed Aug 16 2023 13:15:00 GMT+0530 (India Standard Time)","35.35","39.3","32","34.65","297390","476370",
"Wed Aug 16 2023 14:15:00 GMT+0530 (India Standard Time)","34.9","38.25","31","32.55","391665","486900",
"Wed Aug 16 2023 15:15:00 GMT+0530 (India Standard Time)","32.45","32.95","30.9","30.9","182895","504510",
"Thu Aug 17 2023 09:15:00 GMT+0530 (India Standard Time)","31.7","36.95","25.15","36","624557","553650",
"Thu Aug 17 2023 10:15:00 GMT+0530 (India Standard Time)","35.85","47.05","35.65","39.6","550320","547410",
"Thu Aug 17 2023 11:15:00 GMT+0530 (India Standard Time)","39.4","39.4","26.35","28.4","454050","594015",
"Thu Aug 17 2023 12:15:00 GMT+0530 (India Standard Time)","28.1","28.55","22.55","22.65","564735","690645",
"Thu Aug 17 2023 13:15:00 GMT+0530 (India Standard Time)","22.35","24","21.6","23.15","564615","770880",
"Thu Aug 17 2023 14:15:00 GMT+0530 (India Standard Time)","23.3","23.65","20","22","1034085","918405",
"Thu Aug 17 2023 15:15:00 GMT+0530 (India Standard Time)","22.2","22.4","19.6","20","646515","1020060",
"Fri Aug 18 2023 09:15:00 GMT+0530 (India Standard Time)","19","20.85","13.5","14.9","5470923","2021520",
"Fri Aug 18 2023 10:15:00 GMT+0530 (India Standard Time)","14.85","16.4","13.65","14.25","2546820","1818000",
"Fri Aug 18 2023 11:15:00 GMT+0530 (India Standard Time)","14.3","14.55","12.8","13","1621005","1891395",
"Fri Aug 18 2023 12:15:00 GMT+0530 (India Standard Time)","13","13","11.15","11.65","2258040","1893750",
"Fri Aug 18 2023 13:15:00 GMT+0530 (India Standard Time)","11.65","12.55","11.3","12.45","1859880","1863150",
"Fri Aug 18 2023 14:15:00 GMT+0530 (India Standard Time)","12.45","13.7","10.5","11.45","3818685","1554420",
"Fri Aug 18 2023 15:15:00 GMT+0530 (India Standard Time)","11.55","11.85","10","10","1458915","1394010",
"Mon Aug 21 2023 09:15:00 GMT+0530 (India Standard Time)","13.95","13.95","8.7","9.1","4179948","1933845",
"Mon Aug 21 2023 10:15:00 GMT+0530 (India Standard Time)","9.05","11.7","9.05","10.4","3561255","1964760",
"Mon Aug 21 2023 11:15:00 GMT+0530 (India Standard Time)","10.3","11","9.05","9.2","2298255","1945770",
"Mon Aug 21 2023 12:15:00 GMT+0530 (India Standard Time)","9.2","10.7","8.95","10.3","2855115","1953525",
"Mon Aug 21 2023 13:15:00 GMT+0530 (India Standard Time)","10.3","12.75","8.35","8.7","3559365","1836750",
"Mon Aug 21 2023 14:15:00 GMT+0530 (India Standard Time)","8.75","9.75","8","8.05","2838030","1687905",
"Mon Aug 21 2023 15:15:00 GMT+0530 (India Standard Time)","8.1","8.85","7.6","8.2","1692930","1654710",
"Tue Aug 22 2023 09:15:00 GMT+0530 (India Standard Time)","7.9","9.85","6.5","6.75","5297718","2081460",
"Tue Aug 22 2023 10:15:00 GMT+0530 (India Standard Time)","6.7","7.25","6.5","6.55","1722585","2194320",
"Tue Aug 22 2023 11:15:00 GMT+0530 (India Standard Time)","6.55","7.2","6.45","7.05","1282005","2190060",
"Tue Aug 22 2023 12:15:00 GMT+0530 (India Standard Time)","7.05","7.05","5.85","6.05","2031750","2090250",
"Tue Aug 22 2023 13:15:00 GMT+0530 (India Standard Time)","6.05","6.1","5.25","5.6","1849455","2156880",
"Tue Aug 22 2023 14:15:00 GMT+0530 (India Standard Time)","5.55","5.6","4.8","4.95","3254955","2286645",
"Tue Aug 22 2023 15:15:00 GMT+0530 (India Standard Time)","5","5","4.55","4.85","2843115","2413425",
"Wed Aug 23 2023 09:15:00 GMT+0530 (India Standard Time)","5","5.1","3.6","3.6","7537591","2616705",
"Wed Aug 23 2023 10:15:00 GMT+0530 (India Standard Time)","3.65","4.95","3.55","4.6","7104285","2664450",
