www.gocharting.com

date,open,high,low,close,volume,open_interest
"Mon Jul 17 2023 12:15:00 GMT+0530 (India Standard Time)","479.4","479.4","349.4","397.95","393","360",
"Mon Jul 17 2023 13:15:00 GMT+0530 (India Standard Time)","369.9","424","338.2","409.65","795","345",
"Mon Jul 17 2023 14:15:00 GMT+0530 (India Standard Time)","430.15","627.3","425.8","598.85","1800","1095",
"Mon Jul 17 2023 15:15:00 GMT+0530 (India Standard Time)","618.15","622.7","592","607","795","1125",
"Tue Jul 18 2023 09:15:00 GMT+0530 (India Standard Time)","650","851.9","650","759.6","2011","2160",
"Tue Jul 18 2023 10:15:00 GMT+0530 (India Standard Time)","719.3","775","719.3","744.1","405","2145",
"Tue Jul 18 2023 11:15:00 GMT+0530 (India Standard Time)","792.65","792.65","570","570","2250","1785",
"Tue Jul 18 2023 12:15:00 GMT+0530 (India Standard Time)","570","701.3","570","617","990","1710",
"Tue Jul 18 2023 13:15:00 GMT+0530 (India Standard Time)","615.25","673.95","611.15","635","3015","2685",
"Tue Jul 18 2023 14:15:00 GMT+0530 (India Standard Time)","580","616","554.55","576.75","1500","4875",
"Tue Jul 18 2023 15:15:00 GMT+0530 (India Standard Time)","586.95","612.05","586.95","590.55","1665","5625",
"Wed Jul 19 2023 09:15:00 GMT+0530 (India Standard Time)","647.85","681.7","644.25","646.65","4786","5820",
"Wed Jul 19 2023 10:15:00 GMT+0530 (India Standard Time)","662.2","697.55","615.1","615.1","2700","6540",
"Wed Jul 19 2023 11:15:00 GMT+0530 (India Standard Time)","609.55","646.15","600","627.8","2340","7245",
"Wed Jul 19 2023 12:15:00 GMT+0530 (India Standard Time)","644","689.6","643.45","685.1","855","7890",
"Wed Jul 19 2023 13:15:00 GMT+0530 (India Standard Time)","700.05","711","667","686.6","885","8250",
"Wed Jul 19 2023 14:15:00 GMT+0530 (India Standard Time)","686.6","720","644.1","705.7","1725","8895",
"Wed Jul 19 2023 15:15:00 GMT+0530 (India Standard Time)","698.05","710","688.75","710","525","8820",
"Thu Jul 20 2023 09:15:00 GMT+0530 (India Standard Time)","700","740.95","686.7","702.85","2611","9060",
"Thu Jul 20 2023 10:15:00 GMT+0530 (India Standard Time)","713.45","733.85","713","719.55","795","9285",
"Thu Jul 20 2023 11:15:00 GMT+0530 (India Standard Time)","711.95","765","711.95","760","3255","11295",
"Thu Jul 20 2023 12:15:00 GMT+0530 (India Standard Time)","758","790","744.15","779.4","1380","11730",
"Thu Jul 20 2023 13:15:00 GMT+0530 (India Standard Time)","816.2","1000","816.2","965","6945","11160",
"Thu Jul 20 2023 14:15:00 GMT+0530 (India Standard Time)","990","1024.2","890.7","1017.6","2550","9840",
"Thu Jul 20 2023 15:15:00 GMT+0530 (India Standard Time)","995","998","969.55","998","1050","9135",
"Fri Jul 21 2023 09:15:00 GMT+0530 (India Standard Time)","1041.45","1148.95","955.3","955.3","1546","8280",
"Fri Jul 21 2023 10:15:00 GMT+0530 (India Standard Time)","955.3","965.2","950","965.2","90","8340",
"Fri Jul 21 2023 11:15:00 GMT+0530 (India Standard Time)","964.25","986.1","922.4","922.4","345","8280",
"Fri Jul 21 2023 12:15:00 GMT+0530 (India Standard Time)","940.6","974.7","893.7","966.2","615","7905",
"Fri Jul 21 2023 13:15:00 GMT+0530 (India Standard Time)","1010","1081.8","972.6","1014.2","1455","7545",
"Fri Jul 21 2023 14:15:00 GMT+0530 (India Standard Time)","997","1017","884.15","969","720","6855",
"Fri Jul 21 2023 15:15:00 GMT+0530 (India Standard Time)","979.5","995.8","979.5","992.15","360","6735",
"Mon Jul 24 2023 09:15:00 GMT+0530 (India Standard Time)","900","956.55","875","921.8","1546","6690",
"Mon Jul 24 2023 10:15:00 GMT+0530 (India Standard Time)","930.5","995.6","917.05","960","390","6390",
"Mon Jul 24 2023 11:15:00 GMT+0530 (India Standard Time)","973.8","973.8","794.95","826.75","780","6615",
"Mon Jul 24 2023 12:15:00 GMT+0530 (India Standard Time)","860","919.35","860","870","270","6570",
"Mon Jul 24 2023 13:15:00 GMT+0530 (India Standard Time)","898.2","919.35","863.5","870","210","6435",
