www.gocharting.com

date,open,high,low,close,volume,open_interest
"Mon Jul 17 2023 13:00:00 GMT+0530 (India Standard Time)","479.4","479.4","349.4","397.95","393","360",
"Mon Jul 17 2023 13:15:00 GMT+0530 (India Standard Time)","369.9","392","338.2","392","525","180",
"Mon Jul 17 2023 13:30:00 GMT+0530 (India Standard Time)","400","400","398","398","30","120",
"Mon Jul 17 2023 14:00:00 GMT+0530 (India Standard Time)","424","424","409.65","409.65","240","345",
"Mon Jul 17 2023 14:15:00 GMT+0530 (India Standard Time)","430.15","436.05","430.15","435","195","510",
"Mon Jul 17 2023 14:30:00 GMT+0530 (India Standard Time)","435","435.55","425.8","435","195","570",
"Mon Jul 17 2023 14:45:00 GMT+0530 (India Standard Time)","464.95","500","464.95","500","690","1125",
"Mon Jul 17 2023 15:00:00 GMT+0530 (India Standard Time)","506.6","627.3","506.6","598.85","720","1095",
"Mon Jul 17 2023 15:15:00 GMT+0530 (India Standard Time)","618.15","622.7","592","607","795","1125",
"Tue Jul 18 2023 09:15:00 GMT+0530 (India Standard Time)","650","851.9","650","840.05","1321","1125",
"Tue Jul 18 2023 09:30:00 GMT+0530 (India Standard Time)","803.8","803.8","732.4","732.4","225","2145",
"Tue Jul 18 2023 09:45:00 GMT+0530 (India Standard Time)","760","760","760","760","75","2160",
"Tue Jul 18 2023 10:00:00 GMT+0530 (India Standard Time)","750.55","759.6","712.6","759.6","390","2160",
"Tue Jul 18 2023 10:15:00 GMT+0530 (India Standard Time)","719.3","775","719.3","764.8","270","2205",
"Tue Jul 18 2023 10:45:00 GMT+0530 (India Standard Time)","737.4","744.1","736.85","744.1","135","2145",
"Tue Jul 18 2023 11:15:00 GMT+0530 (India Standard Time)","792.65","792.65","792.05","792.05","90","2040",
"Tue Jul 18 2023 11:30:00 GMT+0530 (India Standard Time)","763.55","763.55","584.6","584.6","915","1845",
"Tue Jul 18 2023 11:45:00 GMT+0530 (India Standard Time)","590.55","636.25","590.55","611","1185","1740",
"Tue Jul 18 2023 12:00:00 GMT+0530 (India Standard Time)","570.75","584.85","570","570","60","1785",
"Tue Jul 18 2023 12:15:00 GMT+0530 (India Standard Time)","570","570","570","570","15","1815",
"Tue Jul 18 2023 12:30:00 GMT+0530 (India Standard Time)","570","675.25","570","674.35","135","1770",
"Tue Jul 18 2023 12:45:00 GMT+0530 (India Standard Time)","674.35","701.3","674.35","701.3","405","2025",
"Tue Jul 18 2023 13:00:00 GMT+0530 (India Standard Time)","617.2","617.2","612.4","617","435","1710",
"Tue Jul 18 2023 13:15:00 GMT+0530 (India Standard Time)","615.25","673.95","615.25","654.45","480","1830",
"Tue Jul 18 2023 13:30:00 GMT+0530 (India Standard Time)","611.15","646.65","611.15","646.65","675","2475",
"Tue Jul 18 2023 14:00:00 GMT+0530 (India Standard Time)","661.15","661.15","635","635","1860","2685",
"Tue Jul 18 2023 14:15:00 GMT+0530 (India Standard Time)","580","592.4","554.55","592.4","540","4155",
"Tue Jul 18 2023 14:30:00 GMT+0530 (India Standard Time)","590.05","591.4","583.6","588.15","135","4290",
"Tue Jul 18 2023 14:45:00 GMT+0530 (India Standard Time)","566.65","573.3","560.1","566.95","345","4380",
"Tue Jul 18 2023 15:00:00 GMT+0530 (India Standard Time)","610","616","576.75","576.75","480","4875",
"Tue Jul 18 2023 15:15:00 GMT+0530 (India Standard Time)","586.95","612.05","586.95","590.55","1665","5625",
"Wed Jul 19 2023 09:15:00 GMT+0530 (India Standard Time)","647.85","669.1","647.85","669.1","211","5640",
"Wed Jul 19 2023 09:30:00 GMT+0530 (India Standard Time)","669.1","674.2","648.25","656","585","6015",
"Wed Jul 19 2023 09:45:00 GMT+0530 (India Standard Time)","648","675","644.25","675","1920","6105",
"Wed Jul 19 2023 10:00:00 GMT+0530 (India Standard Time)","667.2","681.7","646.65","646.65","2070","5820",
"Wed Jul 19 2023 10:15:00 GMT+0530 (India Standard Time)","662.2","697.55","660.45","688.4","1920","6345",
"Wed Jul 19 2023 10:30:00 GMT+0530 (India Standard Time)","688.4","688.4","663.9","663.9","210","6510",
"Wed Jul 19 2023 10:45:00 GMT+0530 (India Standard Time)","650","650","634.8","637.05","60","6510",
"Wed Jul 19 2023 11:00:00 GMT+0530 (India Standard Time)","638.05","646.35","615.1","615.1","510","6540",
"Wed Jul 19 2023 11:15:00 GMT+0530 (India Standard Time)","609.55","646.15","600","646.15","750","6645",
"Wed Jul 19 2023 11:30:00 GMT+0530 (India Standard Time)","646.15","646.15","630.05","641.55","720","7320",
"Wed Jul 19 2023 11:45:00 GMT+0530 (India Standard Time)","630.1","635.4","622.55","622.55","285","7395",
"Wed Jul 19 2023 12:00:00 GMT+0530 (India Standard Time)","623.25","643.1","623.25","627.8","585","7245",
"Wed Jul 19 2023 12:15:00 GMT+0530 (India Standard Time)","644","644","643.45","643.45","30","7305",
"Wed Jul 19 2023 12:30:00 GMT+0530 (India Standard Time)","665.9","677.3","665.9","677.3","510","7770",
"Wed Jul 19 2023 12:45:00 GMT+0530 (India Standard Time)","678.3","689.6","664.05","688.65","300","7785",
"Wed Jul 19 2023 13:00:00 GMT+0530 (India Standard Time)","685.1","685.1","685.1","685.1","15","7890",
"Wed Jul 19 2023 13:15:00 GMT+0530 (India Standard Time)","700.05","700.05","678.3","678.3","135","8010",
"Wed Jul 19 2023 13:30:00 GMT+0530 (India Standard Time)","667","711","667","699","675","8265",
"Wed Jul 19 2023 13:45:00 GMT+0530 (India Standard Time)","678.55","678.55","678.55","678.55","45","8265",
"Wed Jul 19 2023 14:00:00 GMT+0530 (India Standard Time)","688.65","688.65","686.6","686.6","30","8250",
"Wed Jul 19 2023 14:15:00 GMT+0530 (India Standard Time)","686.6","687.65","661.95","687.65","315","8370",
"Wed Jul 19 2023 14:30:00 GMT+0530 (India Standard Time)","670.1","670.1","644.1","645.6","300","8520",
"Wed Jul 19 2023 14:45:00 GMT+0530 (India Standard Time)","663.4","690","656.1","678.45","405","8670",
"Wed Jul 19 2023 15:00:00 GMT+0530 (India Standard Time)","706","720","693.95","705.7","705","8895",
"Wed Jul 19 2023 15:15:00 GMT+0530 (India Standard Time)","698.05","710","688.75","710","525","8820",
"Thu Jul 20 2023 09:15:00 GMT+0530 (India Standard Time)","700","734.35","690","734.35","316","8790",
"Thu Jul 20 2023 09:30:00 GMT+0530 (India Standard Time)","736.8","740.95","709.35","709.35","1290","9330",
"Thu Jul 20 2023 09:45:00 GMT+0530 (India Standard Time)","709.35","717.5","694.9","717.5","480","9150",
"Thu Jul 20 2023 10:00:00 GMT+0530 (India Standard Time)","717.5","730","686.7","702.85","525","9060",
"Thu Jul 20 2023 10:15:00 GMT+0530 (India Standard Time)","713.45","724.3","713","724.3","120","9045",
"Thu Jul 20 2023 10:30:00 GMT+0530 (India Standard Time)","723.9","733.85","723.05","723.05","165","9105",
"Thu Jul 20 2023 10:45:00 GMT+0530 (India Standard Time)","730","733.7","725.1","728.25","210","9105",
"Thu Jul 20 2023 11:00:00 GMT+0530 (India Standard Time)","714","719.55","714","719.55","300","9285",
"Thu Jul 20 2023 11:15:00 GMT+0530 (India Standard Time)","711.95","716.55","711.95","716.55","105","9375",
"Thu Jul 20 2023 11:30:00 GMT+0530 (India Standard Time)","725","731.7","724.55","731.7","375","9405",
"Thu Jul 20 2023 11:45:00 GMT+0530 (India Standard Time)","715.15","733.8","715","733.8","765","9615",
"Thu Jul 20 2023 12:00:00 GMT+0530 (India Standard Time)","729.25","765","729.25","760","2010","11295",
"Thu Jul 20 2023 12:15:00 GMT+0530 (India Standard Time)","758","765","744.15","765","570","11820",
"Thu Jul 20 2023 12:30:00 GMT+0530 (India Standard Time)","768","785","768","785","135","11865",
"Thu Jul 20 2023 12:45:00 GMT+0530 (India Standard Time)","785.7","785.7","785.7","785.7","120","11895",
"Thu Jul 20 2023 13:00:00 GMT+0530 (India Standard Time)","762.15","790","757.5","779.4","555","11730",
"Thu Jul 20 2023 13:15:00 GMT+0530 (India Standard Time)","816.2","875.65","816.2","858.55","2580","12315",
"Thu Jul 20 2023 13:30:00 GMT+0530 (India Standard Time)","875","890.85","821.55","834.7","2880","11460",
"Thu Jul 20 2023 13:45:00 GMT+0530 (India Standard Time)","844","908.95","834.95","908.95","495","11115",
"Thu Jul 20 2023 14:00:00 GMT+0530 (India Standard Time)","925","1000","925","965","990","11160",
"Thu Jul 20 2023 14:15:00 GMT+0530 (India Standard Time)","990","1024.2","990","1024.2","1395","9990",
"Thu Jul 20 2023 14:45:00 GMT+0530 (India Standard Time)","1024.2","1024.2","890.7","910","540","9675",
"Thu Jul 20 2023 15:00:00 GMT+0530 (India Standard Time)","970","1017.6","970","1017.6","615","9840",
"Thu Jul 20 2023 15:15:00 GMT+0530 (India Standard Time)","995","998","969.55","998","1050","9135",
"Fri Jul 21 2023 09:15:00 GMT+0530 (India Standard Time)","1041.45","1148.95","1038.9","1148.95","406","8460",
"Fri Jul 21 2023 09:30:00 GMT+0530 (India Standard Time)","1091.45","1097.25","966.75","993.05","1035","8280",
"Fri Jul 21 2023 09:45:00 GMT+0530 (India Standard Time)","1037.9","1037.9","1037.9","1037.9","30","8280",
"Fri Jul 21 2023 10:00:00 GMT+0530 (India Standard Time)","1032.95","1032.95","955.3","955.3","75","8280",
"Fri Jul 21 2023 10:15:00 GMT+0530 (India Standard Time)","955.3","955.3","955.3","955.3","15","8280",
"Fri Jul 21 2023 10:30:00 GMT+0530 (India Standard Time)","950","950","950","950","15","8325",
"Fri Jul 21 2023 11:00:00 GMT+0530 (India Standard Time)","950","965.2","950","965.2","60","8340",
"Fri Jul 21 2023 11:15:00 GMT+0530 (India Standard Time)","964.25","986.1","964.25","968.5","150","8325",
