www.gocharting.com

date,open,high,low,close,volume,open_interest
"Mon Jul 24 2023 10:25:00 GMT+0530 (India Standard Time)","847.35","847.35","847.35","847.35","16","",
"Mon Jul 24 2023 13:30:00 GMT+0530 (India Standard Time)","762.6","762.6","762.6","762.6","15","15",
"Mon Jul 24 2023 14:10:00 GMT+0530 (India Standard Time)","762.6","762.6","762.6","762.6","15","",
"Mon Jul 24 2023 14:30:00 GMT+0530 (India Standard Time)","762.6","762.6","762.6","762.6","15","15",
"Mon Jul 24 2023 15:05:00 GMT+0530 (India Standard Time)","747.85","747.85","747.85","747.85","15","",
"Tue Jul 25 2023 10:10:00 GMT+0530 (India Standard Time)","750","750","750","750","16","15",
"Tue Jul 25 2023 10:30:00 GMT+0530 (India Standard Time)","725.55","725.55","725.55","725.55","15","15",
"Tue Jul 25 2023 10:35:00 GMT+0530 (India Standard Time)","725","725","725","725","15","30",
"Tue Jul 25 2023 11:05:00 GMT+0530 (India Standard Time)","691.2","691.2","691.2","691.2","15","30",
"Tue Jul 25 2023 11:10:00 GMT+0530 (India Standard Time)","690.95","690.95","688.35","688.35","705","705",
"Tue Jul 25 2023 11:15:00 GMT+0530 (India Standard Time)","686.35","686.35","683","683","45","765",
"Tue Jul 25 2023 11:25:00 GMT+0530 (India Standard Time)","698.1","698.1","698.1","698.1","150","735",
"Tue Jul 25 2023 11:35:00 GMT+0530 (India Standard Time)","690.7","690.7","690.7","690.7","45","885",
"Tue Jul 25 2023 12:25:00 GMT+0530 (India Standard Time)","676.25","676.25","676.25","676.25","15","930",
"Tue Jul 25 2023 12:40:00 GMT+0530 (India Standard Time)","676.25","676.25","676.25","676.25","30","945",
"Tue Jul 25 2023 12:55:00 GMT+0530 (India Standard Time)","682.45","682.45","682.45","682.45","300","945",
"Tue Jul 25 2023 13:25:00 GMT+0530 (India Standard Time)","671.15","671.15","671.15","671.15","15","960",
"Tue Jul 25 2023 13:40:00 GMT+0530 (India Standard Time)","589.6","589.6","589.6","589.6","15","975",
"Tue Jul 25 2023 13:55:00 GMT+0530 (India Standard Time)","589.6","589.6","589.6","589.6","15","990",
